max_background_compactions,max_background_flushes,write_buffer_size,max_write_buffer_number,min_write_buffer_number_to_merge,max_bytes_for_level_multiplier,block_size,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,target_file_size_multiplier,target_file_size_base,ops_per_sec,micros_per_op8,1,319570016,5,4,11,53894,11,2,28,7,132162198,24837,40.261
8,6,629990516,5,1,16,111980,12,4,29,4,76000502,20183,49.545
7,8,442801465,3,1,8,67111,2,17,5,8,133572903,22016,45.419
1,5,269602333,5,3,10,98776,14,23,32,5,45157117,20512,48.751
5,2,968487626,4,2,3,14455,10,6,30,6,51000616,23259,42.993
6,7,1051927066,2,4,5,38727,9,21,24,7,111724463,27050,36.967
3,1,770500263,3,2,11,109035,13,27,8,4,39651028,26964,37.085
3,5,111741587,2,5,13,43523,11,6,12,3,64790580,26056,38.378
3,6,377574853,8,4,8,10107,6,17,31,2,41988667,27395,36.501
7,3,1047365067,2,5,14,44517,6,32,12,1,98402739,32742,30.54
7,3,923414728,5,5,11,81650,14,4,4,8,35534672,32291,30.967
3,2,963315931,7,4,2,13397,10,12,11,4,38257815,28036,35.667
1,3,299292476,7,1,8,82163,14,10,10,8,48373593,25932,38.561
4,6,952348726,4,5,13,61237,9,25,16,5,47277866,21288,46.973
1,4,940761076,3,4,5,54058,6,28,2,2,71868133,28380,35.234
1,2,399919743,4,3,8,100573,6,22,6,1,95356476,28109,35.574
6,6,8519935,3,5,7,125158,7,18,8,1,73591897,28461,35.134
8,2,371304986,4,5,8,40978,12,8,32,8,109703939,23534,42.49
5,5,424248519,4,3,7,87308,7,19,30,1,130419912,32802,30.485
3,3,374584934,4,4,8,37479,5,3,31,1,53343901,33270,30.056
2,6,206019069,5,4,8,106603,16,32,16,1,74622962,24593,40.661
5,3,312470885,4,1,16,111290,14,20,32,5,36991628,27138,36.847
4,7,934721788,6,1,4,81315,5,8,21,4,127585924,28136,35.54
8,7,417897356,3,3,12,94525,14,7,32,3,72097063,32220,31.035
4,8,668883792,6,2,9,85976,9,18,32,7,41594637,23229,43.048
7,7,774308816,2,4,11,99518,7,20,32,7,42790070,30075,33.249
8,8,426392568,7,2,15,125444,13,11,14,2,125487609,32705,30.575
3,5,846498306,5,4,5,24475,9,20,27,1,75626904,26602,37.59
8,1,831864366,2,5,6,91293,7,9,19,7,68872678,28775,34.751
4,7,157425136,4,5,3,96741,10,24,8,4,133913517,28587,34.98
1,6,978798639,8,4,10,62765,12,4,30,7,123844352,32269,30.988
8,8,707093929,4,4,12,93267,12,25,17,6,47649628,21485,46.541
6,4,624724172,2,4,16,50062,13,32,28,2,127881850,27683,36.122
8,4,607301949,7,3,4,36042,11,3,29,6,47528357,32280,30.977
5,7,371880355,8,2,7,65158,3,25,9,1,116695800,30756,32.513
6,3,291579488,3,4,8,47729,13,13,27,1,57142580,25530,39.168
1,4,710023385,6,4,10,122336,2,18,18,2,45014380,29101,34.362
8,4,776649422,2,2,8,100926,8,6,11,1,77844320,32920,30.375
3,7,347857492,6,4,10,44123,7,7,12,2,109318102,30235,33.072
3,4,591311112,3,3,14,53864,12,16,28,4,53382807,28321,35.308
4,6,1007841004,5,2,7,26429,4,17,6,2,49861516,31753,31.491
6,3,539938922,8,4,10,25722,13,19,19,8,80072740,25397,39.373
1,7,666103862,3,2,12,73709,11,30,9,1,104714005,25937,38.554
8,4,447513043,2,3,8,35297,11,2,5,3,64801181,25270,39.571
5,3,789446258,3,3,3,48107,14,15,32,8,80354640,31656,31.588
6,4,759725495,7,3,6,23977,11,32,31,3,71830787,19456,51.394
1,1,193134769,8,5,16,64884,10,21,5,2,35397027,21500,46.51
2,2,291135721,8,5,6,76199,5,17,26,3,35963847,28776,34.75
5,7,688155941,6,5,14,129632,12,30,17,7,42512790,28638,34.918
1,3,923209429,7,1,15,24609,13,7,3,4,74750944,28599,34.964
4,7,157633118,3,5,12,25372,2,5,28,4,58027921,31503,31.741
3,3,896856716,8,5,5,28463,6,5,3,2,51845368,22589,44.268
1,6,97362016,8,1,7,33903,15,13,11,4,89121786,25326,39.483
4,7,21795386,5,2,9,96007,5,23,14,3,129592211,20610,48.519
4,3,878991917,7,4,11,64175,10,26,25,7,90915775,22624,44.198
8,2,920346228,6,4,12,120469,2,13,6,7,107344613,27428,36.458
3,5,843689927,8,3,12,23614,12,15,21,4,77886755,24180,41.354
4,7,861380081,3,3,6,117868,8,31,12,5,66703543,21497,46.517
7,7,1045720785,8,5,8,6551,6,6,12,8,125100319,27625,36.198
5,5,195194208,4,5,11,76973,6,13,9,2,34910703,31505,31.74
8,3,67536383,3,5,8,106137,13,5,29,1,113724093,30803,32.463
4,2,951727978,7,3,7,25452,14,28,5,7,41682131,26568,37.637
5,7,975545016,2,5,5,40262,6,18,11,3,116335290,24790,40.337
2,3,448201799,4,3,2,63881,8,12,7,6,120774979,32065,31.185
8,3,347346727,4,1,14,110860,12,8,9,5,83589028,35267,28.354
8,7,390126301,3,4,9,31094,9,16,22,6,64627104,20794,48.089
2,2,38063080,6,2,11,86291,8,18,26,4,82346174,31335,31.911
7,2,700586282,3,1,14,21675,3,8,10,2,66197719,32329,30.931
7,5,220463842,3,2,14,22188,5,15,2,5,53879844,23841,41.942
5,8,77032575,7,4,6,118709,9,17,5,3,34348245,28579,34.989
7,3,991327018,4,5,14,103224,5,22,16,8,42681071,27558,36.286
2,4,805612012,2,3,5,114865,8,15,3,5,125159669,31288,31.96
1,8,589071581,7,3,2,64065,6,8,16,3,60154443,34136,29.293
8,3,1045098369,3,3,4,80925,13,11,25,6,98770506,28943,34.548
1,6,594184173,7,2,5,107462,9,18,16,8,103457083,24963,40.057
4,3,574170094,5,1,7,53504,9,24,10,6,102793422,23973,41.712
5,4,603167242,2,5,3,54033,10,16,31,2,39070230,13157,76.001
5,8,456013865,3,1,8,39367,14,2,5,2,133047941,24859,40.224
5,7,481507976,2,5,11,51488,9,3,26,2,60727302,24902,40.156
1,6,115508634,2,5,11,17464,6,30,14,6,76457760,25216,39.656
4,1,712864638,7,4,12,96614,10,22,16,1,92147920,21654,46.179
6,2,984685824,8,5,11,46687,15,28,26,2,93180923,24532,40.762
6,4,12622536,5,5,7,52052,11,6,16,2,71070422,24597,40.653
2,5,878712626,8,4,5,97216,5,12,27,6,80452568,30761,32.508
6,3,345839265,2,3,10,9682,13,6,6,6,54655429,30687,32.586
8,2,828321419,2,4,15,127564,11,16,19,3,74649626,29329,34.094
2,3,883120793,5,5,4,96899,11,17,14,3,97098319,11704,85.438
4,5,467783214,4,3,8,107915,11,18,7,4,80921818,31348,31.899
7,3,116424378,2,2,13,90234,13,24,26,8,107110717,32524,30.745
2,4,960096635,8,1,2,42663,15,2,19,8,46675589,29147,34.308
3,6,815924754,8,4,16,99518,4,20,29,5,50873469,28622,34.936
7,3,860525386,3,5,5,104493,10,25,31,4,127959572,29009,34.471
4,1,883117470,6,2,15,115539,15,12,13,5,48909988,16518,60.537
6,2,851793213,4,5,3,62322,2,18,16,7,123547719,31836,31.41
5,4,941596446,6,4,11,8025,15,13,17,6,66055871,26223,38.132
2,8,639083989,4,2,11,50716,14,9,6,4,130210174,26147,38.244
6,8,701828591,3,1,8,83215,4,20,21,1,70262684,31122,32.13
8,1,952360584,8,1,14,44502,2,9,16,1,36336344,27058,36.956
4,3,1029527374,6,3,6,7460,9,25,3,5,126480287,18794,53.206
6,8,303421428,4,1,3,8009,2,17,26,7,99357998,27519,36.337
1,8,110939601,3,3,14,94784,13,25,22,4,54706060,15360,65.103
6,2,967656727,8,1,8,16247,7,27,8,7,73853370,27541,36.307
8,1,520848026,3,2,16,101121,8,11,14,2,67342939,9774,102.309
1,8,1002751819,4,2,4,57363,3,9,27,3,46183081,17270,57.901
4,7,660029481,5,1,11,46991,6,4,22,8,129043857,24535,40.757
8,2,396054678,5,2,4,51963,14,23,5,4,78760546,29935,33.404
1,4,108850704,6,4,12,69626,14,13,2,3,97170947,30313,32.988
4,6,309045651,6,1,14,82237,4,30,6,5,91670428,26377,37.91
4,3,19516078,3,3,6,25091,11,21,15,2,107718474,24157,41.395
5,6,763639036,8,3,3,46123,8,18,21,7,60527596,27876,35.872
6,3,1000193198,5,3,10,58658,16,31,22,6,66693037,28879,34.626
7,3,956323498,8,3,14,119114,15,15,30,5,87696444,31618,31.626
7,8,80523859,2,1,3,25967,11,19,26,3,86417173,26844,37.251
8,1,348063621,7,4,9,76879,2,20,23,8,42493143,33659,29.709
3,6,424316665,4,3,9,82818,5,28,20,4,87380217,29652,33.724
8,6,145210658,7,2,5,80159,6,10,31,3,132901685,26881,37.2
1,3,788753182,4,1,16,15195,14,5,11,8,51791806,29572,33.815
8,7,147150932,4,1,9,25902,11,27,25,1,131289816,31960,31.288
6,4,180568392,6,3,7,80966,2,32,23,1,54814461,33796,29.588
8,3,307978502,3,2,8,87563,15,22,11,8,105770991,24977,40.035
4,5,245648967,7,4,6,28176,2,4,2,3,116817183,33398,29.94
6,4,763729330,6,4,10,75965,9,19,11,4,97417204,27002,37.032
4,5,393014576,3,5,7,78042,7,19,12,6,123929218,28978,34.508
6,7,398691018,4,1,4,123364,16,21,23,5,112609431,28148,35.525
1,4,852627750,3,2,3,36270,5,8,21,1,124865458,29269,34.164
3,8,694608854,7,5,5,95051,14,27,7,6,111368093,32581,30.691
8,5,856323810,6,2,13,12764,6,30,32,2,45885615,32716,30.564
4,7,703713753,4,2,7,94847,3,2,29,1,92814207,26021,38.428
6,5,802825361,6,1,6,45725,5,5,27,1,133529513,31252,31.997
5,5,634351436,2,2,14,90580,16,15,17,5,92363853,22837,43.786
5,4,612127102,6,3,10,42111,4,16,3,1,126896907,29032,34.443
6,8,1024088562,3,4,10,103398,10,18,8,5,75105536,27049,36.967
5,4,240513405,7,4,14,9217,6,31,4,7,106962088,31184,32.066
5,3,714311478,3,1,3,90310,10,16,8,1,107836171,33806,29.579
8,5,218044597,8,4,13,13766,15,24,4,8,115713047,31736,31.509
2,2,492762101,7,3,2,121535,13,13,6,3,82747397,27623,36.2
3,7,543026928,4,3,9,75828,16,28,5,6,92457879,29685,33.686
5,8,165226489,8,3,16,110874,6,3,11,8,112966587,29578,33.808
3,5,813894771,8,2,7,97694,4,23,8,4,111001103,30237,33.07
2,7,625729331,3,1,2,55362,7,19,9,5,99731395,32992,30.309
2,3,904182883,2,4,16,83638,15,9,20,1,89654771,28096,35.591
6,3,212431512,4,1,9,119844,14,20,21,1,55522516,33993,29.417
1,2,444826035,5,1,14,127648,11,25,6,4,41422886,32239,31.017
3,6,854554088,2,5,4,68918,16,13,5,4,119441456,25714,38.887
1,4,135716595,3,4,7,60007,12,24,2,6,111904746,30346,32.952
8,1,99697191,2,4,13,13588,5,4,10,3,55158600,29266,34.168
3,4,70364237,8,3,14,76082,13,20,10,1,87607309,31288,31.959
8,6,1026781190,2,2,14,47587,7,15,2,3,103464473,30175,33.139
6,7,56417971,3,2,11,12404,9,8,17,6,119409653,27602,36.228
4,3,778747945,4,3,5,98494,8,3,9,2,52559649,22419,44.604
3,6,177099087,2,3,7,12617,9,16,28,4,90056697,26867,37.218
3,6,755862478,3,2,12,102965,15,32,10,2,72250299,24936,40.101
6,1,902681301,2,2,9,50282,9,23,17,6,118456310,17237,58.014
5,1,560980284,3,4,6,88090,14,19,23,6,108407569,26786,37.331
6,8,708378630,7,2,2,112655,8,12,12,8,85377881,26434,37.828
5,5,770106375,4,3,12,9861,6,17,13,8,34688897,31630,31.614
7,2,1024757976,7,5,8,88238,16,4,21,5,62358667,31668,31.575
8,4,712408315,6,3,7,124128,9,5,22,1,118698199,23033,43.414
7,6,586707581,7,3,4,92033,12,16,26,2,90411966,28196,35.465
2,7,476769598,3,1,6,82052,16,30,23,1,115776015,28527,35.053
3,1,974868377,3,5,12,50294,7,6,11,5,82650385,29416,33.993
2,7,655083707,6,2,10,47517,6,19,11,7,54700506,31634,31.61
4,8,1042848811,8,3,8,62261,6,3,31,5,111829972,28074,35.618
2,7,1046339238,5,2,9,46277,12,25,2,7,48072475,32056,31.194
1,4,183612154,4,3,9,122211,12,8,5,7,43679354,25939,38.551
1,3,218451458,6,4,14,28892,15,23,17,4,109027888,28635,34.921
7,5,809764739,5,3,5,5102,12,6,25,1,65839105,33505,29.846
1,7,658898641,3,4,8,15299,4,28,27,5,56428163,29171,34.279
6,8,106323171,4,1,12,66415,3,4,11,6,79185030,33247,30.076
6,6,354287403,2,4,16,80416,10,10,22,2,130139110,22792,43.873
5,6,900033442,3,2,12,113248,16,28,28,1,87952936,32403,30.86
4,6,820498402,8,1,10,23123,6,27,11,8,61997940,33969,29.437
2,4,940385211,3,3,2,64488,10,17,5,1,36406866,30137,33.18
3,1,461145324,4,3,16,77235,5,23,20,1,87919518,33598,29.762
2,1,183194503,8,5,16,25461,2,10,28,7,36316097,31637,31.607
1,8,527085044,3,3,6,123720,4,22,30,6,38583648,34233,29.211
2,3,361903500,7,5,2,120579,10,30,7,6,105476631,32280,30.977
7,8,431194458,6,2,12,127259,7,16,8,1,84884114,32787,30.499
7,2,234629289,6,1,13,126826,4,15,8,7,59087612,30929,32.33
7,2,10307862,5,2,3,95035,5,25,27,5,61468954,28444,35.156
1,2,54048555,4,2,5,90683,5,20,3,1,64983212,29425,33.983
2,8,376570136,3,2,4,71282,11,20,30,5,87724668,34345,29.115
5,5,287099479,7,3,3,15378,7,3,16,6,53356961,27586,36.249
8,3,530764963,4,4,3,22178,4,11,2,8,65497727,33512,29.839
2,3,141088069,2,2,3,60574,2,24,4,5,62694087,34850,28.693
2,1,138082118,2,3,9,124211,4,29,21,2,125635880,29429,33.978
5,7,831481892,5,1,12,100027,9,5,15,6,112050166,30597,32.681
1,7,663056389,7,2,10,50761,5,21,8,8,67950375,34647,28.861
1,5,70925881,7,3,7,8870,15,14,19,3,93323497,26831,37.269
6,3,684029641,8,4,12,19839,3,22,6,2,93671814,29435,33.971
8,1,1048076853,7,5,4,30864,6,3,25,6,116859984,31346,31.901
4,6,552643084,7,3,7,96576,12,16,31,5,94263161,33355,29.979
4,1,181785925,2,3,5,89498,2,11,8,6,89182700,30995,32.262
4,2,977451440,5,4,10,9762,15,2,7,1,112719242,31396,31.849
1,7,1038138254,3,2,11,10640,13,4,12,1,120344077,27005,37.028
8,3,49939821,4,5,14,71727,7,11,24,5,56959335,28506,35.079
7,2,632153172,4,4,6,20509,9,31,24,6,113430719,31687,31.558
6,2,908062925,8,5,8,55847,6,28,8,3,115515601,31658,31.586
8,5,493454439,5,2,14,4191,14,14,25,1,94721003,31094,32.159
6,1,956799173,8,5,8,121982,14,12,10,7,44195985,32779,30.506
5,5,192124561,4,3,8,101435,15,23,18,8,48503344,27821,35.943
5,2,927694541,5,5,10,48578,8,5,9,7,61521465,32887,30.406
3,3,135245054,6,1,14,81842,5,8,12,8,82462638,27129,36.859
2,3,819367182,5,2,13,49228,4,18,29,5,66991982,32959,30.34
4,3,1002617931,2,2,7,35755,15,11,3,5,129310476,27253,36.691
7,1,564024459,3,1,12,96746,15,26,10,5,51063315,31923,31.324
2,6,1000415085,6,1,2,122417,8,29,23,3,128530967,33373,29.963
7,4,183093877,6,1,2,129434,10,4,11,1,55873024,28162,35.507
1,1,1013349578,3,1,7,69062,5,7,17,2,130358686,28794,34.728
1,2,452290589,5,2,7,115219,3,19,7,2,128669092,31458,31.787
3,3,224255679,3,1,5,52922,14,31,32,7,82875179,29794,33.563
4,2,791431577,4,1,5,90499,2,17,6,2,51799169,28955,34.535
2,3,130111316,5,1,6,49346,11,3,5,4,57180309,29476,33.924
2,5,679595306,2,1,15,118904,8,15,18,4,68918409,34190,29.247
1,7,173157132,5,4,15,60173,6,5,28,3,119382225,34182,29.254
8,4,248546838,4,5,8,16542,13,17,28,7,107956676,25442,39.303
6,1,460547005,8,5,15,27413,9,13,18,7,125781850,31832,31.412
5,8,778209250,6,3,13,58728,13,14,24,4,102541583,31931,31.317
2,7,551381286,7,2,8,25666,9,13,6,5,77295185,29695,33.674
4,1,841795426,7,3,13,74694,12,10,26,1,40833578,29648,33.727
7,6,162829463,6,1,3,77175,13,27,29,5,51109346,28234,35.416
8,3,833615223,8,4,8,59356,6,4,26,2,53752449,34105,29.319
1,2,865273529,5,3,2,130345,4,16,9,8,104917602,33063,30.244
7,7,134457343,3,1,6,107400,11,26,18,1,50586794,27264,36.676
5,2,391188813,7,4,3,96724,2,28,13,6,70201143,32091,31.16
6,7,538148146,5,5,14,82061,10,18,15,3,99196415,29179,34.27
6,2,929872504,7,1,5,48499,6,32,31,5,122678916,32246,31.011
2,7,890676273,7,4,10,93452,15,16,29,7,94873441,33168,30.148
2,3,392843538,7,5,10,80848,6,8,19,4,62736699,28210,35.447
6,4,903623141,4,3,14,13046,7,26,23,7,122669466,29048,34.424
5,7,989847280,6,4,14,17886,14,10,7,5,48557791,30569,32.712
8,4,68283239,2,2,6,96299,7,18,5,1,110839533,30343,32.956
6,7,860838909,3,3,15,82652,5,26,3,5,108919410,33516,29.835
1,1,58308212,3,1,13,99231,7,6,22,8,97428948,21305,46.936
3,3,856683227,6,5,13,41051,13,6,9,4,88439138,27472,36.399
7,5,390478110,3,2,7,118397,3,23,28,5,48952430,19980,50.048
5,7,1047728700,3,1,9,74181,14,21,28,8,45871225,15861,63.045
6,3,1033710494,2,5,9,76465,15,10,13,1,96080018,21661,46.164
3,1,73637344,2,2,7,65372,4,7,17,5,129855677,18458,54.176
5,6,385318019,4,2,14,96150,11,12,28,1,36833741,28272,35.369
7,3,279504251,4,1,3,25378,8,21,32,8,70951531,23010,43.458
7,4,909389575,3,5,4,6159,3,31,22,1,44289438,20242,49.399
6,6,688103022,5,4,5,14831,5,15,3,7,61040944,24331,41.098
4,6,1022094369,4,2,14,94591,5,2,24,8,121848828,25268,39.574
6,6,360498057,2,5,6,8526,14,31,28,1,108879104,23356,42.813
2,5,625822794,8,3,10,125572,6,21,16,5,91220395,12839,77.881
1,5,558735999,3,1,14,85455,8,7,22,3,75571636,18572,53.843
2,6,465230167,2,4,7,74445,8,3,21,5,64009549,20687,48.337
2,6,483087465,6,3,13,82399,6,20,18,3,46628775,27159,36.819
5,1,132323970,3,5,3,73555,12,31,29,3,78032432,27571,36.269
8,1,532206918,2,2,9,124734,7,15,17,5,53310872,14189,70.474
1,7,382498488,8,1,16,23926,14,12,25,3,49505758,21950,45.555
2,6,32087253,7,4,4,79751,10,19,9,7,81965192,24036,41.602
4,8,1067339856,3,5,12,33397,3,8,22,4,66406685,28026,35.679
3,4,760265300,3,3,2,67281,4,26,15,2,76716613,19051,52.487
5,6,341338341,3,2,7,33642,15,26,4,5,44863713,24203,41.315
8,1,658745639,3,1,3,79284,7,24,6,8,35415343,31217,32.033
1,3,748841771,3,1,15,117349,4,20,15,4,96655503,22531,44.382
3,5,189833737,5,4,16,94274,7,16,3,5,126840989,18191,54.969
1,3,375957292,8,5,9,29986,11,7,20,4,99848820,27614,36.212
6,5,1051429402,4,3,13,101242,16,19,30,2,103234933,28433,35.169
4,6,195606651,8,1,6,25747,2,6,13,4,47755602,28539,35.038
5,1,404178193,5,5,3,129540,11,7,16,3,113783406,25288,39.543
7,2,997834174,4,4,4,83742,6,14,11,7,70529314,27316,36.607
7,7,349399371,5,2,13,105202,15,19,5,7,130118443,24262,41.215
2,3,557955341,3,4,12,93644,13,24,26,7,76090450,34676,28.837
2,6,240251723,7,3,2,93840,13,6,7,4,70616446,32667,30.61
1,5,812652984,4,4,5,90497,12,26,11,5,122433014,26399,37.879
4,1,135851424,2,5,13,5633,5,27,18,5,102089081,18797,53.197
3,1,918065482,6,1,15,64758,5,31,11,6,127887467,20752,48.187
6,6,580653877,5,3,15,77028,14,5,18,2,58252673,25608,39.048
7,1,1027530261,5,3,14,127298,10,23,7,1,76858003,15166,65.936
1,2,718212788,6,5,11,80234,3,2,16,6,70189829,14898,67.122
1,8,1048166791,8,4,6,8202,12,18,25,6,131718270,14821,67.47
2,1,525593050,3,3,7,38993,15,32,27,2,116579500,16419,60.9
5,5,299612220,7,1,15,18367,5,32,31,2,126142500,14860,67.289
8,3,1064850161,6,4,2,118471,6,28,10,5,132737676,14885,67.177
4,3,198333148,4,4,7,57174,5,7,14,6,46191638,19522,51.221
4,4,765939626,7,4,2,26138,13,3,11,2,134154235,21028,47.553
5,1,98241486,2,1,6,76019,6,11,30,1,121554055,15869,63.011
8,3,1042585721,3,5,12,77263,4,17,29,1,122611249,16490,60.642
7,5,265564165,8,5,9,53095,7,14,15,3,99701315,14830,67.428
1,5,148906110,2,5,8,42867,3,18,11,8,111428511,19459,51.388
4,3,170632050,5,1,11,32230,4,31,20,5,35466096,21737,46.002
8,2,604782875,7,1,16,104791,12,17,27,2,96403704,23856,41.916
6,7,607874844,7,1,5,55043,4,3,2,5,120938470,29449,33.955
6,1,70643421,4,3,6,66839,4,18,17,7,119564833,25920,38.578
1,4,526111002,4,1,15,93981,12,12,21,6,56480041,30145,33.171
4,5,699492600,5,2,11,51303,10,22,17,3,131698166,24768,40.373
5,2,429823333,3,2,9,48952,7,10,4,6,103016460,28378,35.237
1,6,283621244,7,3,6,19945,8,10,29,1,38874260,28315,35.315
1,4,850946214,7,2,2,78967,2,2,18,5,93034311,32105,31.146
7,1,467769333,6,3,8,112314,15,2,10,2,113581178,30302,33.0
8,3,83870436,2,4,11,7403,2,16,4,8,66664925,33234,30.088
4,7,326993464,8,3,2,16949,3,5,3,2,109577788,18572,53.843
