max_background_compactions,max_background_flushes,write_buffer_size,max_write_buffer_number,min_write_buffer_number_to_merge,max_bytes_for_level_multiplier,block_size,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,target_file_size_multiplier,target_file_size_base,ops_per_sec,micros_per_op
2,4,14355765,7,5,6,47022,11,12,15,2,89099401,33882,29.513
1,4,233681337,5,4,16,57099,8,2,14,3,129601512,28499,35.087
7,8,1072155282,6,3,7,10611,4,31,10,3,103489580,33515,29.836
2,2,1029168252,7,1,5,119888,8,7,25,5,78529469,36319,27.533
1,2,89783747,2,1,6,48317,5,32,24,3,99557851,24296,41.156
3,6,23942201,7,1,13,61768,13,14,3,6,57570262,24935,40.103
1,6,430780303,7,5,11,87389,5,31,14,1,81545112,26763,37.363
2,2,654072676,4,5,14,45227,11,17,20,2,93367159,25236,39.624
6,6,303785578,3,5,10,99167,6,19,31,8,93297190,22413,44.616
6,1,199859548,4,3,9,90593,8,3,17,6,128003521,25346,39.452
1,1,803610686,4,5,8,116384,5,20,18,4,125569300,47671,20.976
6,3,116679042,6,5,7,76203,9,23,22,7,94190503,53679,18.629
1,1,314828376,4,1,3,61810,14,25,3,5,43397155,31815,31.431
8,5,126663246,4,2,7,71661,16,9,24,1,125746370,46719,21.404
4,2,189062068,4,5,4,25425,12,16,12,6,78632245,26733,37.405
2,7,514539250,8,2,11,11576,16,29,18,1,53354868,30528,32.755
5,1,540367881,8,1,13,34155,16,24,31,1,132733575,63306,15.795
2,3,602929704,2,2,15,90371,12,32,17,4,71850640,25141,39.774
1,8,562986667,7,2,15,19427,2,5,27,4,83808667,42593,23.477
1,4,257607002,5,2,15,108201,12,16,19,8,61103762,44472,22.485
4,4,428059237,4,5,2,66713,13,11,31,7,49486816,49604,20.159
1,4,631908791,6,1,10,24461,4,12,13,3,48900612,30892,32.369
3,8,68900719,3,2,9,50568,14,12,11,8,39637229,46429,21.537
5,6,588472523,2,5,15,12851,11,21,22,7,76060748,38823,25.757
5,6,283357616,8,5,2,116980,13,26,8,5,53367622,22987,43.502
4,8,570229730,2,1,11,76410,15,31,2,4,113098935,33711,29.662
2,1,865177682,2,4,4,7477,6,28,22,5,133317473,25193,39.693
5,5,1059354131,2,3,13,49237,5,21,26,8,119753870,51357,19.471
6,7,874865007,2,3,16,57226,11,12,29,1,52492437,25068,39.889
4,4,628339724,2,5,5,123848,3,32,22,1,65638563,38732,25.817
6,8,1051418721,4,1,11,127582,9,15,18,3,50803958,35764,27.96
8,2,800467520,5,1,16,41748,7,20,16,4,42950377,21189,47.193
5,5,852350964,8,3,16,110706,4,26,18,8,126799074,28818,34.7
3,1,172015717,3,5,10,94724,8,18,23,8,107931240,54063,18.496
4,2,768867840,7,2,6,120946,3,28,15,4,103729155,23442,42.655
3,5,221298490,8,1,16,69280,13,7,18,1,47111047,32134,31.118
5,8,763673992,7,2,6,32972,2,21,27,3,88904249,32304,30.954
7,7,399753749,5,3,14,103286,6,15,14,1,98532976,24225,41.279
7,2,888228985,4,5,8,47932,2,25,27,3,37658389,23138,43.218
8,5,996774163,4,1,4,8571,15,3,3,5,64694597,40525,24.675
3,4,230070502,4,2,10,13462,16,9,13,3,88452363,35235,28.38
5,6,1063120691,5,3,5,128497,10,21,21,2,46845063,24850,40.239
3,4,747058217,4,3,11,95086,11,27,6,8,91807698,31405,31.841
1,6,387710413,4,5,10,101754,7,29,31,3,58377494,30023,33.306
8,5,898325996,7,2,5,39111,5,24,14,5,38639891,26659,37.509
4,1,736352151,2,5,16,5609,8,19,20,8,69293790,56930,17.565
7,6,427263454,7,2,4,23990,15,6,2,7,103377277,29241,34.196
1,4,1028529134,2,2,2,114371,6,5,4,1,123548081,25609,39.047
4,3,976838335,3,2,16,46226,2,13,18,2,77532132,27493,36.371
7,8,113838271,6,5,16,91568,14,29,9,4,127455225,26188,38.184
3,4,70792821,8,4,12,38771,13,32,25,4,54415755,26541,37.675
4,6,848992116,2,2,8,59836,7,23,20,2,131646792,40127,24.92
7,3,995137268,4,5,5,60643,11,21,3,4,40542037,26515,37.711
7,3,321015713,4,5,8,105524,9,7,28,5,116933109,36799,27.174
4,3,530501033,6,5,7,5097,12,12,28,8,45941102,24048,41.582
2,3,564051140,7,5,2,32766,8,29,19,4,77308583,51441,19.438
1,2,291789158,7,5,12,11517,13,31,24,7,119333694,26650,37.521
8,6,241137712,7,5,2,18594,4,7,20,2,101780979,33629,29.735
5,2,111725230,3,3,12,51157,11,23,27,2,95699847,39499,25.316
8,7,814547811,7,3,2,93484,15,6,28,2,40870980,33079,30.229
8,3,615446111,2,2,7,21630,13,4,32,7,122932286,22722,44.009
1,1,484631462,7,3,3,26586,5,4,4,1,37564092,39886,25.07
7,6,985565330,8,3,10,74749,4,29,9,3,94366935,57181,17.487
6,3,897158763,7,5,16,35103,15,18,11,8,53957061,32701,30.578
5,8,667244396,6,1,8,77080,11,16,16,8,68494978,40802,24.508
5,5,257342823,3,5,2,25853,4,20,7,8,79832147,35722,27.992
4,2,97735166,7,1,6,55297,4,10,17,6,68080244,14969,66.801
4,8,1067168893,3,4,9,12753,12,29,27,4,82995064,46861,21.339
1,6,969277217,5,5,15,103263,5,16,20,6,92544785,34312,29.142
8,6,632881697,2,2,8,31010,12,12,26,1,87412051,19612,50.987
4,4,941244544,2,4,11,104130,4,16,3,7,80025734,38974,25.657
8,7,1061016939,3,2,13,15091,13,15,4,5,39088212,32998,30.303
4,7,745921153,6,4,11,122648,8,10,13,5,107809543,31950,31.297
2,5,714023280,7,5,15,94668,7,25,24,2,74762121,25992,38.47
3,6,399410760,4,1,5,12065,8,31,14,2,98381264,56094,17.826
6,3,601876196,2,5,10,81380,4,15,8,5,101676698,23799,42.017
1,1,778801147,6,4,9,83799,11,19,9,2,92848262,33243,30.08
3,3,626534949,3,3,15,16263,11,20,13,6,111648651,30857,32.405
8,6,363282282,4,1,7,71736,6,14,8,6,61227040,43471,23.002
1,8,60165981,8,5,3,59292,6,31,24,8,63472809,63369,15.78
2,3,945419456,3,1,13,50723,10,8,21,1,67318889,46069,21.705
8,1,723257946,5,5,4,22148,15,13,20,2,129101891,36460,27.426
6,2,594561766,4,2,2,99960,5,26,5,3,67990387,18019,55.495
5,3,859821917,3,2,7,122889,15,29,19,1,74639030,58720,17.029
2,5,10603399,4,1,14,118608,14,24,31,5,97174058,38753,25.804
1,5,676548318,6,1,11,111306,12,5,26,2,65451858,25640,39.0
5,7,455727653,6,3,9,18396,4,27,19,7,43306737,41519,24.084
5,5,771611433,5,2,2,122649,14,15,22,3,106082378,38434,26.017
1,1,611383181,7,5,9,96452,12,21,5,3,111939149,25698,38.912
6,4,837913197,4,4,9,80750,7,5,18,2,66538161,27950,35.777
2,7,894580234,6,4,9,102001,7,28,10,7,50435080,43877,22.79
2,4,14521688,3,1,16,73607,2,31,15,2,54528077,54658,18.295
1,6,232239464,2,2,11,82818,7,11,32,5,37260086,35173,28.429
6,5,1011743170,6,1,10,103417,5,5,14,8,73102380,54620,18.307
6,8,82424108,8,4,13,26882,4,8,3,1,81681372,41515,24.086
7,6,1037106960,4,5,14,82763,13,19,2,2,107924734,47921,20.867
8,6,426352160,4,3,15,41065,11,4,8,2,44959939,52157,19.172
4,7,824745864,5,4,8,60675,16,26,12,1,42606611,30050,33.276
6,4,253862816,8,3,3,52613,13,23,32,1,99720082,28924,34.572
8,3,814041372,8,3,6,78238,4,6,2,4,56689150,31050,32.204
4,1,682387439,4,1,15,100984,15,23,32,8,86202115,31323,31.924
1,4,148469144,2,3,14,41090,3,20,7,6,114478063,51037,19.593
7,1,90603267,5,2,12,20709,5,16,6,2,83761229,27436,36.446
6,2,251035333,4,3,11,118548,7,9,21,1,126514119,29179,34.27
1,2,422339199,2,5,15,44050,11,3,18,4,109825839,44863,22.289
7,5,948024409,2,1,2,13548,5,3,5,7,122789355,26621,37.564
5,3,851085051,6,3,8,105584,5,25,9,4,119405005,50734,19.71
1,4,1013595984,2,3,14,50754,16,12,4,4,93391826,22338,44.765
6,2,332548492,6,3,5,61107,14,28,25,6,112719898,27961,35.763
5,4,988428811,4,3,15,19221,16,8,23,1,47233316,33121,30.191
4,6,424264239,6,3,4,74171,14,5,31,5,41982539,30874,32.388
4,2,910208781,4,2,10,100988,13,13,3,7,123044027,48127,20.778
5,3,521876801,6,3,5,69290,7,12,30,5,105776236,36168,27.647
5,4,986571174,7,5,2,19029,16,23,30,2,114053791,22369,44.702
7,6,104801420,8,4,3,118784,2,25,9,3,127111192,25466,39.266
2,6,226619835,7,4,9,4801,14,10,13,1,123195026,37460,26.694
7,2,615027152,2,2,16,92363,5,32,13,8,120217186,27619,36.206
8,2,352195641,2,4,10,53508,7,15,11,6,101817621,64394,15.528
5,2,456232344,8,3,15,63109,16,4,11,6,89564590,46289,21.602
2,2,898639862,4,4,3,20554,15,19,11,2,67587832,26785,37.333
6,7,411431002,7,1,4,100573,12,11,23,7,42239746,26104,38.307
7,4,328202560,8,5,14,115967,9,15,26,8,93875736,37623,26.578
8,2,932882213,3,5,3,67623,13,3,17,4,121187210,27829,35.933
3,7,913906643,4,2,13,127900,3,9,4,5,84971510,52815,18.933
4,4,376473088,7,2,13,77470,10,18,31,3,49410479,41893,23.869
8,1,1055597501,8,3,3,131039,10,20,15,5,66344273,41392,24.158
1,4,857072124,5,2,2,26640,7,2,11,5,94789859,31234,32.014
2,5,48631320,6,4,3,73728,16,22,11,6,98442242,39335,25.421
1,1,218720883,8,3,13,115268,2,17,20,7,80038289,30155,33.161
7,5,203375396,4,4,12,77509,13,11,22,2,47370209,40871,24.466
7,2,590349324,8,2,16,20384,4,15,9,8,93009296,37193,26.886
7,3,126138896,7,4,6,29256,16,17,26,3,96701522,31644,31.6
3,2,1073685317,5,3,8,12716,7,32,10,1,104179920,23006,43.464
3,5,98520401,7,4,14,27797,9,10,3,5,84375243,62316,16.046
1,3,79765236,4,2,16,44381,6,4,22,8,63249106,39235,25.486
4,1,705910626,5,5,7,50895,8,29,18,3,116259708,26084,38.336
1,3,240162848,8,5,11,66717,9,3,19,4,35915428,29767,33.592
7,8,531220156,5,2,7,21070,14,3,14,5,130104514,36632,27.297
6,1,358031822,3,2,3,130788,12,31,18,2,55806641,41164,24.292
3,2,84930675,7,4,9,91934,12,14,27,5,103744002,39908,25.057
2,5,128818378,3,2,8,11312,15,21,21,1,90471349,51734,19.329
4,6,982925161,2,3,15,114995,12,11,30,6,109451098,36626,27.302
2,6,13290369,5,2,10,58436,6,22,25,2,39794667,46589,21.463
7,1,131732236,5,1,14,124787,3,31,6,7,48432825,51393,19.457
6,7,228540031,4,5,11,14427,14,31,21,1,82475424,32878,30.415
6,5,1049656546,2,3,14,63432,14,13,18,4,107871686,40132,24.917
7,4,742312844,8,1,13,16263,14,31,14,3,112277936,40764,24.53
5,8,8139368,6,2,3,52508,15,30,18,1,69886177,31984,31.264
5,1,987644964,5,2,7,9054,6,3,26,6,91913349,30851,32.412
5,1,726048952,5,1,7,29042,9,19,24,1,42700369,29977,33.358
1,5,375881497,2,1,11,76261,4,29,30,7,87835235,32088,31.163
3,6,126719965,8,4,12,109905,9,30,3,3,69247272,60400,16.555
5,1,404003244,3,4,6,126663,16,4,31,2,101100732,31088,32.165
8,4,1072469351,4,2,5,123368,10,28,18,1,66631568,26593,37.602
3,3,685367758,2,4,6,93172,7,8,18,7,120316183,36352,27.507
5,5,351702075,6,1,10,86368,16,6,11,2,108162250,25287,39.545
8,2,852002609,5,2,2,59080,15,12,26,2,115621978,50342,19.863
6,2,636949535,4,2,13,7885,9,29,3,3,130574615,32966,30.333
2,8,569593819,3,2,12,11852,6,2,17,2,90533072,30256,33.05
6,2,433499456,4,4,13,74064,15,4,13,5,108085426,31060,32.195
1,5,370131334,3,4,15,89814,14,7,5,8,41484770,36753,27.208
7,3,320521852,2,2,8,47773,9,32,30,6,90497309,22967,43.54
8,2,758107293,7,2,14,130637,12,8,17,1,118637341,51765,19.318
6,2,535692802,7,1,13,122427,16,11,11,1,133107896,28242,35.407
4,8,815865892,3,1,10,106938,15,29,28,3,60893075,28116,35.566
4,1,128915244,7,4,8,44523,5,30,3,4,96429127,22512,44.418
6,3,560960270,2,4,10,119188,7,24,28,4,111023247,29245,34.193
8,7,185415009,7,2,9,65991,3,30,9,4,104812128,39242,25.481
6,6,1069558793,3,5,16,53158,8,23,18,3,96038335,14333,69.766
2,3,167011313,8,5,7,35994,11,6,23,3,51877514,33418,29.923
5,5,268095644,4,1,14,97350,16,16,13,8,77448340,23654,42.275
7,7,672828300,4,3,3,128319,2,18,31,6,101587671,27486,36.381
2,4,1026306773,2,3,13,123615,14,17,7,2,53941212,32402,30.861
6,7,447996462,7,3,11,16607,5,20,2,3,97625498,33985,29.423
8,3,582682987,2,3,2,65460,8,31,19,8,44648097,47487,21.058
3,3,237663543,7,3,13,45818,3,29,24,2,53688989,28479,35.112
1,1,362044681,3,2,5,128428,15,16,6,5,128203464,27965,35.758
5,5,540794522,3,3,11,46490,5,20,17,6,120865264,45847,21.81
7,7,1039637262,5,3,4,112592,4,16,14,5,65720872,35432,28.222
3,3,572803955,8,4,6,97355,13,13,27,1,72067265,54803,18.246
4,1,485250160,5,3,5,67265,12,2,6,7,90352248,42684,23.427
7,3,209662238,8,4,8,25183,4,8,29,5,53879602,45579,21.939
1,4,127898902,8,1,3,104088,9,15,12,1,75230032,31811,31.435
8,7,264692802,7,5,13,88953,4,23,10,1,42973455,25171,39.727
3,4,833037283,6,3,15,62292,9,3,5,7,79996389,47381,21.105
5,1,1000435393,5,2,2,45207,9,2,27,3,44830335,29227,34.213
1,8,518774326,8,2,12,44169,2,32,16,7,112748906,37732,26.502
2,7,242664977,4,3,2,57850,7,26,26,4,89542977,24834,40.266
8,2,989382397,2,3,6,124432,4,10,10,6,109932250,50770,19.696
6,5,424913242,5,1,8,35226,8,12,9,6,43362614,26341,37.962
5,2,278260724,8,5,9,113246,13,29,2,6,51049285,23599,42.372
2,2,99762414,6,4,3,86260,8,20,27,2,118778123,27370,36.534
6,4,421773753,5,2,9,62223,14,31,4,8,47435830,21577,46.344
5,2,722188656,5,2,8,63648,4,32,20,3,38507852,34825,28.714
5,5,671331615,2,4,3,71207,6,11,13,7,125744478,47172,21.198
7,7,282935436,5,1,12,12697,3,23,8,6,89819661,26839,37.258
6,7,708680287,5,5,9,75173,2,11,19,1,132071375,23945,41.761
5,7,986122161,3,4,15,11094,15,19,3,3,95832393,26645,37.53
5,7,20808046,4,1,4,43999,15,14,14,3,122751503,41978,23.82
4,1,151412115,3,1,3,54919,16,19,6,3,133961909,31351,31.896
7,5,453385810,2,5,8,40954,2,18,5,8,36301671,35941,27.822
3,4,273637943,6,5,5,101464,4,7,12,4,106988676,36304,27.544
1,4,423458267,8,5,6,4768,10,28,5,2,130214787,32404,30.859
4,6,1012470588,4,5,2,43296,3,26,12,6,37939001,35069,28.514
4,8,511951543,5,3,7,7637,4,29,10,4,84795792,45106,22.169
4,4,625498474,2,4,6,99869,10,28,18,7,65163128,39745,25.159
5,6,630239626,3,2,12,103397,4,21,32,4,44522412,41503,24.093
1,1,458345724,7,1,14,116539,3,32,24,3,81385928,41625,24.023
6,7,417478152,8,2,15,81230,3,5,3,6,130942569,44543,22.449
8,8,1057922158,4,2,10,73818,8,4,32,4,55424036,29505,33.889
1,2,1053928393,7,3,10,98168,10,5,30,2,83222200,36305,27.543
1,1,532453653,5,4,16,96129,9,13,11,2,78427987,33074,30.234
2,4,508161749,7,5,7,24910,5,16,14,1,120669037,30043,33.284
3,6,20509534,6,2,2,125288,9,19,29,8,77602080,42459,23.551
8,7,231379853,3,1,6,74226,3,21,11,3,36653530,27161,36.816
3,2,280676958,5,5,3,15796,3,10,7,7,66103349,35112,28.479
8,5,589939682,5,3,14,42178,14,9,16,1,52085409,34628,28.877
7,5,882512039,3,5,3,24228,12,15,6,8,120435710,38743,25.81
6,6,311768497,4,4,11,31006,8,22,13,4,61755224,28354,35.267
3,6,887150887,4,3,5,37513,13,30,3,1,115668225,39283,25.455
2,4,948916523,5,4,6,78771,15,11,17,1,122834999,33718,29.656
2,1,1011551256,7,3,16,42190,10,16,7,5,77489953,29151,34.303
7,7,834577952,6,5,8,10927,7,4,14,3,61233473,42866,23.327
6,2,230093044,5,5,5,89391,8,23,11,4,78217141,39084,25.585
7,3,481082701,7,2,8,56808,4,4,26,5,71968745,39437,25.356
2,5,581769835,4,3,13,129544,3,21,26,7,110114165,36804,27.169
4,8,218434089,4,2,7,60966,5,22,30,2,64234708,27913,35.824
1,8,101492350,7,2,16,23833,9,22,2,1,116309195,45646,21.906
3,7,1032003974,4,5,10,51106,16,7,9,3,44024316,42258,23.663
1,4,482048301,3,2,10,90422,15,28,2,6,33964430,38628,25.887
5,7,304942032,4,5,6,97245,7,22,20,8,57807808,31700,31.545
4,6,1048839659,5,1,14,46317,15,21,6,7,53046389,45689,21.886
2,6,341265044,3,3,11,123638,15,31,15,7,57462976,60925,16.413
1,4,385389453,6,1,13,122963,15,8,24,5,67115135,56425,17.722
1,8,119125902,3,1,5,42496,12,7,3,3,95684849,43754,22.854
2,3,781967809,2,4,5,69515,8,13,13,1,42130292,31193,32.057
6,4,113427780,2,5,14,25836,12,24,16,3,41302436,62600,15.974
1,7,600939356,4,4,11,61029,8,32,32,4,72659036,57212,17.478
2,8,117456560,6,1,10,22163,5,22,19,2,126384383,53181,18.803
6,3,786455395,2,1,3,123242,2,31,13,8,46747197,56483,17.704
6,3,248769480,4,5,10,93664,8,12,28,5,127577217,46674,21.424
1,6,461865646,3,2,3,34239,7,10,5,7,123435334,46050,21.714
3,1,841694069,5,5,5,114357,14,24,16,7,131061768,40078,24.95
4,8,590099227,6,5,4,43745,10,11,17,2,113289632,49835,20.065
6,3,1002559012,5,3,12,30924,8,28,16,3,56925105,49792,20.082
6,3,997725081,8,1,15,94196,6,25,21,8,131136232,35461,28.199
3,7,490657216,7,4,4,55831,6,16,30,1,84614369,43305,23.091
3,4,1027094909,6,1,15,8662,5,8,20,4,62683638,59144,16.907
2,5,565688724,8,4,2,62377,11,6,7,6,106650404,62736,15.939
3,2,682234595,7,2,4,109252,6,2,21,2,37969017,54394,18.383
5,7,922888327,8,5,2,20227,14,8,28,2,78283848,40918,24.438
7,5,866066978,3,2,4,45888,4,13,26,5,94673824,57730,17.321
4,1,589680476,2,4,12,68966,10,7,23,8,83406437,36462,27.424
4,6,1068995406,8,4,15,42659,7,22,18,8,107834377,28383,35.229
8,4,804466584,8,3,12,130666,4,17,10,3,46428291,40405,24.748
1,8,251896108,7,1,2,85342,2,8,4,4,47403105,45816,21.825
4,6,727778146,8,5,2,110764,6,7,22,3,55155816,44404,22.52
4,5,812199318,3,1,14,34766,12,19,15,3,100530446,43978,22.737
1,8,9959632,7,3,3,7933,12,5,13,2,38581991,27086,36.918
4,8,281991498,2,4,10,12673,15,26,8,5,115340117,61239,16.329
7,7,715277374,8,3,4,47754,2,14,11,6,49483965,38857,25.735
4,2,356667180,5,4,5,103751,5,15,23,1,36535182,30220,33.089
5,5,999167761,3,2,5,105700,4,20,15,5,88052653,66411,15.057
5,5,584737942,6,1,8,109775,12,10,27,6,99686726,70335,14.217
5,5,113787673,6,4,2,50502,15,20,21,2,127952270,59925,16.686
5,6,653680879,8,3,5,38314,8,3,30,8,122216774,28618,34.941
8,6,247539405,4,4,12,96998,13,24,4,5,52598890,31955,31.293
4,2,913151384,3,2,12,54845,6,18,7,2,60857088,25000,39.998
2,8,716742727,5,5,7,124942,10,17,20,7,91712040,20786,48.106
7,5,66810989,6,2,8,48563,10,17,7,1,115670890,26544,37.672
3,6,68913726,2,1,6,75173,10,19,24,5,49473241,35999,27.777
5,3,726979180,2,1,10,14387,3,14,24,5,77737934,41519,24.084
2,6,621212411,4,4,13,26106,15,13,32,1,99535353,42405,23.581
1,1,542888608,3,4,4,62803,9,24,32,4,76877014,57615,17.355
6,7,1028723897,2,2,13,91273,7,15,2,8,41607199,34271,29.178
4,8,165400805,7,3,16,27867,10,20,7,8,92598765,48291,20.707
1,6,555628674,5,5,10,44099,9,7,7,5,50469071,28413,35.192
7,7,914934203,7,4,4,17792,15,9,9,1,134179368,35658,28.043
8,6,609192402,6,3,12,119976,4,20,30,3,113543095,27319,36.603
3,4,898068541,8,1,8,32354,13,17,26,3,95611515,29748,33.614
4,2,762695202,7,5,2,104032,10,30,22,5,115732071,47129,21.217
4,1,196905557,2,3,16,66190,2,7,6,8,113261043,32228,31.027
4,7,963284076,8,5,8,40212,2,4,14,4,70163929,28599,34.965
6,5,143056712,6,1,3,94689,4,23,14,1,49326144,41930,23.849
8,5,326653989,7,5,15,29382,9,20,25,6,48779277,33291,30.037
5,6,7025048,4,1,15,19267,5,19,2,5,73633659,36300,27.547
3,1,718573710,4,1,7,40897,2,8,12,6,121008690,48504,20.615
6,1,564052709,6,2,2,82126,9,19,18,7,70856881,32917,30.378
3,4,717560554,4,5,11,4817,12,20,10,8,119704352,28388,35.225
7,4,1067139529,4,1,9,126879,10,23,23,7,115411702,40822,24.496
7,7,175043349,5,5,8,117979,12,7,2,5,43299366,30610,32.668
4,3,287399683,2,2,14,75360,12,26,30,6,99636644,41612,24.03
1,2,144491813,8,4,12,86351,10,8,26,5,81048876,46479,21.514
6,5,403347727,8,3,7,34265,4,12,23,1,51400042,37113,26.944
5,2,550642086,5,3,7,105767,5,21,5,4,44271185,51153,19.548
6,5,986922491,8,3,4,30894,4,8,20,4,119861496,51854,19.284
1,6,398221233,3,3,10,86106,5,14,12,4,110438496,45627,21.916
6,7,500476986,8,1,13,52470,9,6,26,2,107608512,32833,30.455
6,8,280476384,2,4,12,95981,13,14,4,6,112781040,37305,26.805
5,8,705018969,8,3,4,93845,4,30,32,8,59331127,58717,17.03
8,7,986256404,7,4,14,8470,10,26,10,5,75791905,35492,28.174
1,7,964273095,3,1,12,116088,12,22,32,2,83040936,34648,28.86
5,6,518870835,8,4,7,49252,12,19,4,1,77525915,49781,20.087
1,8,618224197,6,5,8,21539,5,22,21,7,53940792,34793,28.74
5,1,568364783,5,2,14,8379,6,12,28,8,36765266,39346,25.414
1,7,408137465,7,3,8,70257,11,23,8,3,71713992,42070,23.769
2,6,406286684,7,5,10,37282,3,15,4,5,123064796,54328,18.406
3,2,167536121,2,4,10,114906,7,30,9,7,129638822,47527,21.04
6,1,811787365,5,3,11,81948,11,22,22,8,59662094,29858,33.49
8,7,754513910,2,4,8,33904,4,22,13,4,51093398,42668,23.436
7,6,857396685,7,2,16,82299,11,31,29,3,76652624,34663,28.848
1,4,387783687,4,4,14,75973,13,22,32,8,39337764,44346,22.549
1,7,610485234,4,4,15,7812,11,21,24,6,73193719,47302,21.14
2,4,394787831,7,2,9,57824,5,13,2,1,82595695,27357,36.552
4,8,20738985,3,5,8,5489,7,2,27,6,92564081,31822,31.424
5,1,800943211,4,2,14,70990,3,26,7,7,41115358,26470,37.777
4,7,537189444,3,5,4,36399,14,8,2,2,87912834,33460,29.883
2,7,787716561,3,2,16,18095,16,4,31,4,75403104,38932,25.685
2,7,766180132,6,1,7,17121,10,23,16,2,101335378,26334,37.972
1,3,107941578,7,5,8,122479,11,11,12,2,88416972,33807,29.578
4,6,123685429,5,4,12,33736,12,29,26,7,101187452,18996,52.64
5,4,495263566,7,4,5,67312,6,20,18,2,101833630,34027,29.387
7,2,872410464,4,1,14,110226,3,4,14,4,123143332,34573,28.923
3,5,646656936,5,4,9,108999,6,30,19,2,127969350,31631,31.612
8,6,63345728,5,4,9,121092,5,25,23,7,53435111,33702,29.67
1,5,920911505,4,2,7,25731,10,28,20,4,79599220,16427,60.874
5,7,866531117,6,5,3,47612,4,6,10,8,62957700,42518,23.518
4,6,173556675,6,3,5,123831,9,10,20,1,108409785,54571,18.324
7,2,700283260,5,4,12,50468,8,30,13,3,132366827,62446,16.013
5,5,266046589,5,5,6,126110,6,14,17,1,75603440,33357,29.978
8,7,538676248,3,4,10,19194,12,18,12,4,62436367,49407,20.238
