max_background_compactions,max_background_flushes,write_buffer_size,max_write_buffer_number,min_write_buffer_number_to_merge,max_bytes_for_level_multiplier,block_size,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,target_file_size_multiplier,target_file_size_base,ops_per_sec,micros_per_op
2,1,123540133,4,2,12,13627,9,4,16,4,37398944,40081,24.948
4,8,836263648,8,2,3,5972,15,26,20,1,75791198,45009,22.217
7,3,884251000,5,2,16,66180,13,12,32,6,111809245,42385,23.592
7,1,104274358,4,5,14,45615,8,11,17,1,117842895,26987,37.053
6,5,125120432,3,5,3,40259,6,22,13,7,43229127,45085,22.179
8,2,731377235,7,5,10,107498,11,30,8,4,86036355,53062,18.845
7,4,9914128,7,2,9,59973,3,7,11,2,37597437,37589,26.603
7,4,890756399,2,2,14,12251,3,16,17,3,49257643,28879,34.626
4,4,81369635,7,2,12,88260,11,10,24,3,118626274,55135,18.136
1,1,676999272,2,4,14,16607,3,20,18,4,48059978,34676,28.837
2,2,623875738,5,5,16,51546,3,3,20,4,63675971,45876,21.797
1,1,369075112,7,5,5,87512,16,3,22,2,122294765,53215,18.791
4,3,816013524,3,1,8,14147,14,7,32,5,88319698,25139,39.777
7,3,626176308,3,2,10,59036,13,24,6,5,113233231,53644,18.64
7,2,204224731,7,3,3,59790,10,27,5,7,84180836,48986,20.413
3,5,822133005,3,4,9,120082,15,22,19,7,39295522,39904,25.059
6,1,455751267,7,2,11,87627,15,16,31,7,108632955,41374,24.168
3,5,570663704,5,5,7,93779,13,8,7,3,102953791,29245,34.193
8,7,859894895,4,2,4,5952,9,28,28,5,115948660,33018,30.285
6,5,151241748,6,2,7,28016,13,6,2,6,109273198,55201,18.115
8,5,418814858,4,1,13,30935,2,27,5,2,130026808,25716,38.884
2,5,9427581,8,2,15,18596,15,18,30,8,114872260,25687,38.928
4,5,1031711687,7,5,4,125690,15,14,27,6,85882071,59288,16.866
7,7,585509900,6,2,7,102421,6,19,7,5,113481942,62195,16.078
6,6,849165789,8,1,2,112353,12,14,29,7,38642818,50583,19.769
8,5,336059597,4,3,3,69374,3,26,9,6,81689693,63474,15.754
1,4,415741776,6,5,3,30018,14,12,19,1,86916068,38174,26.195
7,2,113955476,3,3,6,36980,14,16,25,4,93756512,41385,24.162
7,3,437307902,8,1,6,125191,13,20,11,1,131751836,45833,21.817
7,7,915124556,7,4,12,117268,13,17,29,8,57252725,32722,30.559
7,2,89454534,2,3,15,27644,16,4,19,3,68654117,38646,25.875
5,8,443883180,7,5,5,46059,7,28,4,1,54763142,60755,16.459
1,6,988543231,8,5,12,80934,4,18,6,8,126261199,53081,18.838
7,5,735316325,2,3,10,47738,14,4,9,5,84687282,25199,39.683
3,7,862961068,6,2,4,41552,5,14,7,7,125191423,57147,17.498
5,8,481977024,3,1,5,118120,9,29,15,6,97957055,21677,46.13
1,6,472379988,2,3,2,117019,2,3,29,1,57280977,47954,20.853
7,8,53804929,4,4,11,96551,9,31,27,4,81351788,27105,36.892
6,1,894934591,4,4,7,87386,14,22,15,6,70299304,39476,25.331
7,7,388765264,2,2,6,15797,8,31,25,4,69078967,24501,40.814
3,1,938710521,6,5,9,7609,6,13,30,4,118348702,44424,22.509
5,1,402275541,6,5,16,55340,15,5,15,4,52452633,31347,31.899
4,4,516107204,5,3,16,124709,16,23,16,2,103990795,47888,20.881
4,8,169160737,3,1,10,36619,3,24,4,5,44123977,35382,28.262
2,6,1044973071,3,4,10,71078,11,12,28,4,85366199,50205,19.917
6,6,990702276,4,4,16,107306,14,19,5,7,120751269,35202,28.407
4,1,809275086,3,3,9,56721,12,5,22,3,80474284,49790,20.083
7,1,836162203,6,2,4,71203,2,17,24,6,109664531,33194,30.124
3,7,580975159,4,2,15,9915,13,27,7,4,77476966,46264,21.613
3,1,409476487,8,1,16,14738,11,11,9,3,38643492,50307,19.877
3,6,841197141,7,4,12,120039,7,17,26,8,51710586,37934,26.36
2,8,85363948,7,1,15,88442,6,24,21,4,130964762,50241,19.903
6,4,824579438,3,3,2,94493,9,6,11,4,57167609,31941,31.307
5,6,995828050,5,1,15,16173,5,2,23,8,94425720,41010,24.383
1,4,186097545,8,2,5,12349,7,30,21,8,108662051,41818,23.912
1,5,467557113,3,1,8,10040,3,16,29,3,115926892,35564,28.117
5,4,107230696,5,5,5,127131,6,19,14,3,49492796,40481,24.702
1,4,1005352969,2,4,12,50374,3,29,32,7,46661463,43880,22.788
7,2,527765836,5,1,12,10249,3,6,19,7,113415451,60317,16.578
5,8,349482861,6,3,8,119407,15,5,21,3,73207324,31482,31.763
1,1,602512919,8,1,5,95224,5,9,30,8,111179201,61441,16.275
3,6,172426190,6,5,7,127680,9,7,18,2,41358317,49251,20.303
5,2,388746512,5,3,15,34836,14,25,16,3,92722481,35897,27.856
6,3,776136949,4,4,3,29869,15,4,23,1,59366395,47744,20.944
1,4,886678086,7,2,5,112752,10,12,30,1,75534293,36123,27.682
5,2,413300797,2,4,6,31878,16,25,5,5,78640849,36407,27.466
3,3,930100898,2,4,16,75204,11,5,32,4,99949016,34269,29.18
6,3,8247084,8,5,3,98260,4,18,28,7,103286204,49441,20.225
1,4,664576238,5,3,9,44553,15,26,18,4,113645929,43730,22.867
6,2,489927859,8,5,2,6871,4,22,14,1,85310767,36599,27.322
1,8,530249235,4,2,5,130697,12,28,5,2,43730119,37130,26.931
4,7,860785695,3,2,5,102982,16,4,19,5,35185713,31285,31.963
3,8,1053765939,8,3,10,11957,11,27,21,4,63020243,42249,23.668
3,2,1010286152,3,1,9,39548,9,31,31,3,51998477,42333,23.621
5,3,402958558,7,4,16,68320,4,26,19,7,94800026,35511,28.159
4,7,186904235,7,3,3,94956,8,12,4,3,108783236,41289,24.218
2,6,246296119,5,3,9,36054,9,23,17,8,82678773,38694,25.842
1,7,433665873,8,2,3,118420,5,23,3,6,75643527,40802,24.508
8,8,833724771,7,2,10,55119,10,22,27,6,89953127,50882,19.652
8,6,897593576,5,5,13,118042,6,24,9,4,123161864,41829,23.906
8,1,212201705,4,2,15,61484,6,10,9,4,80506742,56976,17.55
5,4,532203352,3,1,14,43793,8,10,24,4,120425056,49118,20.358
5,1,869808540,8,3,4,48867,7,26,24,8,67939989,46292,21.601
7,3,251725916,5,3,13,50142,8,27,32,3,52831765,46603,21.457
4,3,345956339,6,1,9,56693,8,14,8,6,46115989,40694,24.572
7,6,519504878,6,3,14,94942,6,14,10,6,123640735,37050,26.99
4,2,63641972,2,5,13,25478,8,4,29,8,107266646,50577,19.771
3,8,880354417,2,1,15,36384,7,28,22,5,113627344,38959,25.666
4,6,316894284,6,1,12,44897,5,11,17,8,39941582,55557,17.999
4,2,104150085,6,4,14,22037,11,25,11,6,91069254,47497,21.053
1,4,761301407,6,1,16,21865,10,16,15,6,116920210,38440,26.013
5,1,501427930,6,2,11,102751,13,8,30,4,89259431,30370,32.926
1,5,304923166,2,3,14,11255,14,15,26,7,120345273,29171,34.279
3,6,131757208,2,4,16,64786,11,28,13,3,121163188,32741,30.541
6,5,488566074,2,3,2,129598,13,14,7,8,94542265,48130,20.776
5,1,280198897,4,5,11,24959,15,29,3,5,118783113,39856,25.089
2,3,918340486,6,3,12,16896,6,31,8,2,78948350,50801,19.684
6,2,712762378,2,3,16,66416,7,18,25,8,113835613,37547,26.632
8,4,31325614,5,4,10,97917,13,15,31,8,126548073,56960,17.555
4,3,959976256,5,5,10,96975,7,28,23,8,63169185,40918,24.438
5,2,1002327067,7,3,2,68736,5,21,10,1,60963509,37642,26.565
5,7,694570576,5,5,14,62162,11,5,31,7,86554418,58067,17.221
8,6,401945104,8,5,5,130234,16,27,3,4,57487831,39901,25.06
8,8,972422624,6,2,5,36112,5,14,32,3,123025671,48781,20.498
5,2,52881798,5,2,10,47586,6,30,4,4,128566784,42979,23.266
4,6,775352160,2,1,6,68015,8,4,7,3,102139132,27559,36.284
8,8,396719604,8,5,6,43740,5,32,5,6,110175902,53809,18.583
1,2,715917467,6,1,14,72904,2,15,7,6,90611181,41195,24.274
5,6,893740550,6,2,6,113326,5,15,14,2,73527869,52898,18.903
3,2,516410300,8,1,13,96919,5,2,14,2,52076629,48147,20.769
8,2,606752185,4,4,16,90001,16,5,32,8,113587994,48851,20.469
1,3,616822129,2,2,16,80912,12,24,2,7,133503688,40484,24.7
4,6,963489860,3,1,16,4836,3,28,10,8,66892438,35403,28.245
7,6,521439148,8,2,5,114100,8,13,18,4,33921540,45388,22.031
7,4,1003590150,7,1,8,9775,15,29,12,4,41318808,44969,22.236
8,6,777950567,7,3,3,127910,11,19,28,5,77894830,30087,33.235
7,3,896626593,3,5,16,106592,11,16,31,3,92017718,58640,17.053
6,5,796020204,4,4,15,15118,6,22,30,3,68779639,56751,17.62
2,1,236979839,5,3,14,115052,14,18,15,7,37143681,42373,23.599
5,8,376851022,4,3,12,78092,4,6,26,8,65121668,30631,32.646
4,3,670490755,6,4,10,26036,7,8,16,1,58727164,54549,18.331
8,2,1067522381,4,4,5,66428,5,24,29,2,74883102,43889,22.784
6,8,414231651,5,1,9,36888,14,15,3,6,42121447,40968,24.409
6,7,1054527278,2,5,9,129731,10,12,6,6,56650191,57157,17.495
5,6,806175733,3,2,3,119873,11,22,2,4,55913732,42551,23.5
8,7,351036592,6,2,3,97556,4,2,9,2,103392920,58681,17.04
5,1,295355996,7,2,9,34936,12,15,27,2,116485528,46200,21.644
4,1,360670685,6,1,6,113408,16,7,24,4,96581339,54317,18.41
7,8,21977736,7,4,15,64370,5,13,28,2,55367746,60564,16.511
8,4,291373521,6,3,3,31626,13,6,29,4,51924030,32810,30.477
1,5,622804624,8,2,10,67067,11,16,23,3,114821846,62485,16.002
4,4,62161444,7,3,9,88178,8,28,10,5,84012028,33602,29.759
6,4,138060219,7,5,5,122925,5,18,18,6,119814345,58755,17.019
3,3,382175166,8,3,3,67707,14,15,3,2,91555716,44950,22.246
7,3,275894487,6,5,15,104135,9,15,23,1,67972707,49298,20.284
5,1,195463548,4,5,15,68423,15,31,17,7,38152168,54369,18.392
6,1,206047972,6,5,12,20773,8,12,2,8,105391733,38406,26.037
2,1,1022656298,7,4,11,58851,11,27,19,3,89447500,64090,15.602
4,4,154793336,8,4,10,57931,9,13,23,6,125726025,40404,24.749
7,7,177571404,5,5,4,66274,15,2,31,1,101303931,30734,32.536
3,4,465284858,6,5,12,114643,16,9,9,2,122747738,36653,27.281
2,2,121128718,6,3,4,78563,9,29,14,8,34630517,26665,37.501
7,4,594533827,8,4,15,33299,13,2,16,2,39613359,48258,20.721
5,1,667826440,7,1,4,32891,7,32,16,2,114753870,42145,23.727
2,6,743019312,5,5,13,45074,10,24,31,3,53401337,29798,33.557
7,7,623747887,2,4,8,52218,10,3,22,3,54921958,23499,42.553
8,8,390991398,6,5,15,17603,14,31,8,8,41002378,38796,25.775
4,7,603100107,7,1,16,86802,5,15,15,3,121075341,57371,17.429
1,6,107657614,8,3,4,108469,3,8,10,5,85862478,46256,21.618
4,3,474302970,2,5,9,49421,11,28,12,5,108993717,26330,37.978
8,8,871596201,3,1,10,47827,13,25,18,7,82842238,53548,18.674
6,1,712775700,6,4,8,92560,13,25,22,4,115989085,37721,26.51
4,1,895447567,8,1,9,31430,4,28,6,5,53126270,25849,38.681
7,8,295845940,7,2,13,33346,16,20,24,5,52340939,35975,27.795
6,1,776852215,6,3,13,57017,8,30,27,1,56518641,29065,34.404
3,2,26278383,2,3,6,90300,9,5,14,8,131379922,29138,34.318
8,6,172680083,7,3,6,34278,14,6,32,8,125746927,42045,23.783
7,4,497196620,6,3,2,65376,6,21,2,2,57002101,63640,15.713
8,8,356406944,8,2,16,108048,3,24,3,6,96391266,43589,22.941
2,7,1069619173,7,3,7,85179,10,24,20,3,117601637,24101,41.491
1,8,527554080,4,5,11,110372,5,13,32,2,102770115,33105,30.205
7,3,931857052,2,5,2,93092,10,12,29,1,97852195,26564,37.644
5,2,640330215,4,2,9,68038,9,17,19,8,66943138,54276,18.424
2,2,598343467,2,4,11,18974,13,10,28,5,47244306,58623,17.057
8,7,513044527,4,1,11,72022,14,18,22,1,59446603,55841,17.907
1,7,65131342,5,2,14,14945,14,21,4,3,101232543,62004,16.127
6,1,940883906,8,4,12,79850,12,18,16,3,84180730,31536,31.709
3,4,816358965,7,1,15,49152,15,31,15,3,54872130,30983,32.275
6,8,708605198,4,5,3,83030,16,11,5,3,120291793,55398,18.05
8,4,556782538,7,4,7,52716,13,5,9,3,85615547,43910,22.773
1,4,449093541,7,4,7,75013,16,26,7,2,69404858,34011,29.401
8,8,927142943,5,3,14,74340,11,18,4,4,98407211,39529,25.297
7,5,179677604,6,5,16,25532,5,16,7,4,69533815,21612,46.269
3,6,602832564,3,2,6,75280,9,16,31,1,98368615,27351,36.56
7,2,987040793,2,1,8,79596,6,15,27,8,119765573,50020,19.991
7,4,6104549,7,3,12,104780,14,14,3,6,100931440,39142,25.546
2,3,896472029,8,3,16,78819,5,3,9,8,70183724,16736,59.75
4,8,31141382,7,2,11,17264,6,30,29,6,74082969,48415,20.654
6,2,948061558,5,5,5,77589,6,24,26,8,133398287,52985,18.872
2,2,690627349,7,2,10,72509,3,5,11,6,97352612,31911,31.335
1,2,647951154,4,4,16,103350,15,30,12,2,34957018,21978,45.498
4,3,284419591,7,2,13,81160,10,13,24,1,118631076,34336,29.123
3,6,342770950,8,5,13,17216,14,5,22,3,101458701,54921,18.207
1,6,59909555,3,2,12,5038,13,29,7,7,127026414,56637,17.655
8,3,935231258,3,1,6,91127,3,18,6,6,68467053,39937,25.038
8,3,447559566,7,2,3,122057,14,4,23,1,88593871,56329,17.752
2,2,1042404156,7,2,14,25128,14,11,31,5,52321375,54009,18.514
7,5,547540669,7,4,16,110217,11,29,8,2,124318082,30976,32.281
7,3,310527799,7,4,16,109098,7,26,25,3,83015845,25042,39.931
6,3,526197802,2,1,10,27983,13,27,18,1,117441371,26093,38.323
6,7,580846915,2,2,16,51145,6,20,17,8,77604293,37436,26.711
6,8,31452909,6,5,7,8898,13,29,21,8,119810448,34156,29.277
7,7,19580680,7,3,7,100136,14,21,7,4,55392374,34295,29.158
5,3,411584403,8,4,4,29904,8,27,19,3,106692823,29907,33.435
3,1,532119910,4,5,16,68021,14,26,26,8,100084020,33286,30.041
1,2,512774208,7,2,11,64745,4,13,5,1,70183902,58782,17.011
4,7,335817951,8,3,13,7914,8,25,29,1,78489001,35255,28.364
6,2,765393171,8,3,15,122275,9,16,13,3,70916715,49426,20.231
4,1,417611814,3,5,15,78599,14,15,12,8,79517110,35786,27.943
6,1,363465890,7,2,14,14008,15,6,11,4,61595667,50529,19.79
5,7,978697562,4,1,13,15448,13,26,24,7,66694725,26211,38.15
2,7,843894412,4,2,9,121259,8,19,25,2,37952121,37775,26.471
8,6,433194040,3,5,3,41080,8,32,31,7,132356864,54546,18.333
8,5,916506735,4,1,16,24316,6,16,6,2,97002915,41685,23.988
1,8,438831472,8,4,7,128339,12,11,8,8,109202431,51563,19.393
7,3,676558544,2,3,9,106254,4,10,8,6,41567853,23029,43.421
8,3,1061790068,4,2,6,86473,16,18,13,1,35968437,56288,17.765
6,6,314709658,5,5,13,63547,15,2,3,7,83432585,62390,16.027
3,6,1035428343,3,1,5,16791,10,10,16,1,116944605,35511,28.159
6,6,369155737,6,4,12,51800,15,21,7,1,79415618,54045,18.502
5,5,372053275,3,4,6,54597,11,22,23,2,110976603,59789,16.725
7,2,917845283,4,5,6,74878,4,22,19,2,85846623,58110,17.208
7,4,1061099997,7,2,14,113653,10,18,17,1,71247859,42493,23.532
7,2,625696667,3,5,9,51804,12,30,16,7,60724648,45964,21.755
6,6,816455063,3,4,13,27017,13,31,32,4,99265605,57807,17.298
1,7,517688308,4,1,3,100343,14,6,20,8,80810334,46380,21.56
7,4,249123185,4,5,11,86013,7,24,23,6,109147508,39238,25.484
1,6,27268524,2,1,5,100531,11,29,3,1,86659306,30044,33.284
6,4,658682630,8,2,2,66520,9,21,2,2,57937133,50798,19.685
2,1,291574576,4,2,4,60438,13,23,6,7,115333658,49306,20.28
8,3,790566251,2,3,14,94058,15,23,19,8,114159646,50200,19.919
4,8,568260591,6,2,8,98145,8,8,2,1,105087529,35523,28.15
5,4,1009522392,2,3,9,51249,7,23,20,4,62278025,54343,18.4
1,3,268735544,4,4,5,67875,3,30,16,4,42065115,68219,14.658
5,2,367407187,6,1,13,80890,14,18,5,7,94590349,58926,16.969
5,5,227472627,6,2,11,62267,8,18,30,7,105422420,40192,24.88
8,3,763726538,2,1,14,62156,5,7,30,1,109165629,31463,31.782
6,1,944273872,7,5,16,22603,10,32,9,8,64355797,57818,17.295
7,7,907652411,4,3,4,73063,2,6,31,4,89459732,51305,19.49
4,3,1072418743,5,3,9,13876,6,16,22,6,121132823,38838,25.747
4,4,523161971,5,4,9,30560,4,2,15,4,37665271,56097,17.825
3,4,309381133,8,1,13,31579,7,29,29,4,42520520,33626,29.737
6,4,309692629,2,2,16,66643,9,7,7,1,105641718,60245,16.598
4,5,116017528,8,4,8,80376,7,31,31,8,75312080,58988,16.952
3,5,653186553,7,3,2,111636,12,10,10,4,124692021,56513,17.694
4,2,890019749,8,4,15,109025,5,7,22,7,66507573,47584,21.015
4,3,529481853,8,2,6,121846,3,9,13,7,111169150,34134,29.295
7,7,842854572,4,1,7,87713,3,20,5,4,76755199,54315,18.41
7,1,987290265,6,4,6,86782,3,4,5,2,83106667,45668,21.896
5,8,213349068,4,3,13,89029,12,32,4,3,125006058,47072,21.243
3,4,730605023,7,4,7,22029,2,16,23,7,94574707,49914,20.033
2,8,295481562,6,2,7,103912,11,21,6,5,128249896,55834,17.909
1,2,929504520,4,5,16,45923,4,27,32,8,120770171,55764,17.932
5,8,245881038,5,1,14,77669,13,11,27,8,100138234,37600,26.594
2,1,886506407,6,4,3,122930,6,26,28,6,46020315,43597,22.936
6,4,608748267,4,4,12,75525,8,27,4,8,77868733,63060,15.857
5,1,1029433754,7,3,14,111432,7,13,28,1,113899668,44637,22.402
5,4,48595652,7,1,2,122964,14,26,13,7,101011685,50937,19.631
4,3,58384444,3,4,10,120993,3,27,32,4,115237596,59746,16.737
1,6,527020894,8,1,16,55167,3,28,5,5,125100294,41925,23.851
7,6,740297199,7,3,8,50347,15,26,26,8,35223441,32815,30.472
5,1,754254267,8,1,12,35809,6,9,6,1,34735141,63338,15.788
4,8,546272886,4,3,11,57756,10,19,24,2,80765357,36745,27.214
7,7,898730613,7,2,16,15941,2,26,27,3,68108892,45816,21.825
3,6,995502605,4,5,12,79393,2,17,18,8,100025913,34606,28.896
3,6,1041041294,5,1,14,92162,7,5,24,4,73697619,56246,17.778
5,7,523628277,8,1,12,69854,8,17,3,2,73702397,41058,24.355
3,2,763954251,2,4,9,92915,10,29,30,6,78107095,54352,18.398
1,2,514815188,3,4,5,124168,7,5,11,6,82829885,59089,16.923
4,1,146911401,3,3,7,68968,7,18,20,2,113468077,57770,17.309
2,6,673202360,7,3,11,82531,2,22,23,7,78261257,44605,22.418
3,1,414589588,3,1,14,52089,11,2,20,1,38109408,56738,17.624
1,4,702111768,5,3,15,120909,15,12,5,2,116386627,58416,17.118
2,7,921543190,3,2,5,111669,5,18,11,5,127265279,57121,17.506
3,5,828018133,5,5,3,5547,7,31,13,1,53410684,14636,68.322
8,2,212092472,8,2,11,77216,12,19,26,8,37551600,61406,16.284
1,3,1023992929,6,5,3,117077,4,28,8,8,59347530,64528,15.497
4,6,975533597,8,4,3,19316,3,6,8,4,101478498,62335,16.041
1,2,445907439,8,4,13,7817,15,24,23,7,53929949,32056,31.195
6,4,1020324727,2,2,13,24044,9,9,23,8,94472419,55864,17.9
7,7,448533998,5,4,16,24284,11,2,13,8,41535172,29202,34.242
6,5,363899315,6,2,3,19740,10,3,25,6,55638959,28952,34.539
2,7,879018867,6,1,15,22766,8,31,11,4,82014790,27688,36.115
6,2,92066511,3,5,14,29103,11,30,12,7,62181214,58308,17.149
3,5,819659106,7,4,14,54931,2,12,28,5,40338395,21840,45.785
4,6,483443783,5,1,3,49860,5,6,27,3,33631371,55925,17.88
7,6,133081283,3,1,13,74507,9,26,25,2,79456748,63006,15.871
5,5,66912229,7,1,13,17634,5,31,18,5,102782314,25902,38.606
7,3,657880747,7,5,15,88179,15,9,7,4,118651909,27669,36.14
4,1,663040369,8,2,12,33257,10,32,21,6,101751197,58501,17.093
7,2,350767577,7,5,4,122527,4,31,26,5,46016135,60765,16.456
1,5,483379970,6,5,7,115577,12,15,30,6,84621631,41577,24.051
8,6,604439712,2,3,13,80446,6,8,25,3,57350415,58021,17.234
2,4,865457137,6,3,10,67580,5,2,18,2,58709898,21691,46.101
6,5,953015968,7,1,2,25746,3,4,2,4,79061174,59038,16.937
6,8,166988821,5,1,4,59330,13,8,19,7,101011558,61811,16.177
4,4,307309522,8,2,11,91261,13,16,13,1,129194941,33296,30.032
5,7,769796676,4,2,8,18761,4,22,12,7,57373230,32846,30.443
3,6,258686777,2,2,15,43346,10,7,13,4,96944687,32933,30.363
3,3,79636540,4,1,7,51378,6,27,30,8,134162060,28439,35.162
1,7,609202435,3,2,4,50447,7,3,8,4,100577275,62655,15.96
8,7,982241982,6,5,16,127432,2,6,6,1,72327528,54750,18.264
7,3,226823500,7,1,11,14399,6,2,10,6,83790987,31841,31.405
7,2,775365295,8,5,14,125367,11,15,12,1,109385456,52575,19.02
1,1,285984085,6,4,2,50290,15,14,19,1,126644089,26438,37.822
1,8,623015662,5,4,4,130769,5,24,26,8,111597736,39447,25.349
1,5,306494728,6,4,16,128573,13,32,29,7,67210904,36599,27.322
7,7,454815231,4,3,12,35130,4,28,24,8,123156128,65752,15.208
7,6,476954655,6,2,15,70486,16,12,20,3,103225462,61943,16.143
2,4,861045054,4,5,15,67742,6,8,31,3,132764266,26625,37.558
1,3,210851171,7,1,9,17495,15,8,32,7,91120125,56882,17.579
6,2,376384374,3,5,10,110499,3,17,28,3,46468454,64899,15.408
3,8,517806156,8,2,3,5098,8,31,2,6,111553553,65661,15.229
6,6,393254409,5,4,2,62543,10,3,4,2,45030320,21276,46.999
3,8,170481225,7,5,10,103471,9,32,13,7,106073802,58035,17.23
1,3,605069490,2,2,2,21629,14,16,2,3,110668765,62445,16.013
2,6,583139366,6,5,2,102730,11,15,6,6,52916233,23353,42.819
2,5,393034083,5,2,4,111064,6,30,21,8,68965955,42267,23.658
1,1,736504683,3,2,6,14300,8,4,19,5,61761966,22855,43.752
3,4,646286172,4,2,4,110730,15,10,10,6,90741711,68429,14.613
5,4,962042366,6,5,7,110612,10,24,26,2,132617781,24645,40.575
7,3,662588365,3,4,2,75831,9,15,11,3,121826284,29424,33.984
1,3,325885368,8,4,10,67149,7,2,22,3,52344827,58873,16.985
2,8,177579655,5,4,14,25317,6,7,24,5,123690608,59300,16.862
7,5,851000983,5,4,4,43913,13,10,13,7,51209657,53123,18.824
8,7,676526170,2,4,12,102193,5,29,3,4,104369927,39692,25.193
3,4,564578104,6,3,3,47728,8,2,6,2,81254903,46190,21.649
4,1,1003939216,3,2,12,112316,5,9,8,3,119098816,52841,18.924
7,7,1065955173,5,3,14,120243,14,26,11,1,109675916,25618,39.034
1,8,1051914286,6,5,8,123614,13,6,23,2,95056176,58915,16.973
8,6,87642312,5,4,16,5944,11,4,20,2,91032978,63529,15.74
5,6,314894805,5,1,4,121772,5,20,23,4,36099173,29483,33.916
7,7,336278523,7,4,3,10660,13,19,2,8,102898298,59442,16.822
4,3,348681424,7,2,7,20293,15,25,6,4,60782805,19030,52.546
7,7,696843966,8,5,3,114549,13,6,32,5,97201744,58348,17.138
5,7,797593681,4,5,13,128256,3,2,27,1,50209137,53538,18.677
8,5,63759010,6,3,14,118441,4,30,25,2,44192333,34099,29.325
7,7,858668586,6,4,8,102457,9,26,2,6,40557208,26009,38.447
3,4,707092009,7,4,6,41806,14,30,17,4,132304946,50158,19.936
6,2,584417852,3,1,14,30536,12,8,15,5,77240377,23188,43.124
