max_background_compactions,max_background_flushes,write_buffer_size,max_write_buffer_number,min_write_buffer_number_to_merge,max_bytes_for_level_multiplier,block_size,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,target_file_size_multiplier,target_file_size_base,ops_per_sec,micros_per_op
5,4,63047556,5,3,2,69477,4,6,17,6,128278166,61043,16.381
3,3,347888797,3,4,12,112232,3,32,8,1,132894933,27731,36.059
8,7,375669999,2,2,12,19030,7,8,23,1,102560934,31950,31.298
8,1,547172744,7,4,6,53840,13,2,5,2,69104520,38212,26.168
8,4,599734264,6,1,7,23017,16,16,30,1,87692867,56020,17.85
4,6,314416700,8,3,9,72153,12,6,18,1,122830119,30497,32.789
6,5,395759905,5,5,9,74284,4,14,31,7,65242925,66709,14.989
3,4,9237786,4,4,11,25643,14,7,26,2,43398522,49225,20.314
1,5,1060776853,2,1,13,54027,15,30,30,2,34561648,34234,29.209
1,2,461311131,6,2,9,104761,13,28,21,4,77641667,51924,19.258
3,6,740903375,3,5,13,28701,4,3,6,4,133792468,28816,34.701
5,2,226369189,4,3,12,98255,11,2,11,5,104372375,67083,14.906
2,4,519977774,5,1,6,15264,8,2,30,3,65835262,51641,19.363
3,2,474087705,4,3,8,85579,8,2,17,3,96701971,55111,18.144
4,2,286011332,8,4,5,7797,13,14,3,2,72845742,49509,20.197
5,7,653456634,4,1,10,33621,9,3,8,3,106024855,54504,18.346
8,1,333934896,4,4,5,127820,14,16,18,5,114104840,33646,29.72
4,2,221681707,7,2,11,118901,8,20,3,6,48109093,69604,14.366
5,1,907593618,6,5,16,81790,9,2,4,1,119089744,42208,23.692
6,3,294272745,2,3,3,115092,14,9,5,3,64558020,57276,17.458
5,8,261288419,8,5,2,71864,11,19,14,2,106061757,45537,21.959
3,1,466361067,8,5,3,8399,13,15,2,1,123578592,51595,19.381
5,8,1001419748,8,3,13,42991,16,8,21,1,102452901,26245,38.101
3,7,442750266,4,1,9,127975,2,25,8,5,90385588,61458,16.271
3,4,95403890,8,1,13,119635,4,23,2,7,104464111,42224,23.681
4,6,258628898,6,2,9,15767,13,18,23,1,47613830,41259,24.236
3,6,979220511,6,5,10,102027,6,5,17,7,81782603,60074,16.645
5,4,910525934,2,1,14,55646,2,11,27,7,123294610,23020,43.438
1,7,762294934,3,3,3,86725,7,9,3,3,48345697,60355,16.568
7,3,368214486,8,3,8,41455,11,30,26,3,72138433,29004,34.477
5,8,732584222,8,1,8,15420,10,31,11,1,97725623,63117,15.843
4,7,368639082,7,3,7,50244,2,17,4,4,91042938,45462,21.995
4,5,385595290,2,4,3,11580,14,28,4,8,34352596,33966,29.44
3,5,462027920,6,1,5,79902,16,8,28,4,60910932,64330,15.544
1,5,852779457,5,3,10,33453,11,3,6,4,115913514,30550,32.732
2,1,686858574,6,5,5,24187,3,5,28,2,64596436,14122,70.808
7,6,318923851,7,1,16,30421,11,21,10,3,120653915,35669,28.034
8,4,956114799,8,1,16,92478,14,3,5,7,95367877,59623,16.771
4,6,917205874,8,5,14,36145,9,26,5,4,93176109,33014,30.289
6,2,283327210,8,2,8,93244,5,29,20,4,125182290,44344,22.55
5,1,226743237,5,4,10,24042,7,14,3,4,61695392,58655,17.048
7,3,1065272581,4,5,2,117386,8,17,14,8,124921613,61348,16.3
7,1,536490272,4,2,15,72872,11,21,25,6,119396546,30466,32.822
2,2,132203724,5,1,3,72271,16,10,16,4,70547929,69311,14.427
5,2,639936944,8,4,11,43522,4,7,25,7,40545114,50296,19.881
5,2,972772091,6,4,4,49655,2,9,26,1,82894949,39294,25.448
3,5,613368697,4,4,9,87590,9,2,14,7,36637238,52346,19.103
5,4,703604101,5,2,4,127908,10,26,24,2,116766105,37553,26.627
3,6,99709635,6,4,8,66687,3,15,24,5,55157178,63103,15.846
3,3,1015604586,7,1,10,68740,7,7,30,3,102226829,47671,20.976
6,1,380948599,7,1,11,59235,10,23,24,8,39889348,67287,14.861
4,6,456082834,4,1,12,57548,10,4,13,1,37827787,64893,15.409
2,7,76072709,3,2,8,127994,6,12,4,7,127103946,30777,32.49
8,6,880605082,7,1,3,25614,9,32,24,5,126894961,57541,17.377
6,8,762694988,5,2,4,58343,6,16,32,5,35904441,43933,22.761
5,1,477636492,4,5,6,8005,10,2,11,8,99543111,68711,14.553
5,3,698590547,7,1,14,128359,5,26,3,5,57215580,30094,33.228
6,3,484972983,5,1,13,87119,11,25,8,7,51236979,27385,36.514
5,3,505396368,8,1,6,68688,3,14,15,8,101050099,58774,17.013
4,5,214607644,7,1,3,63250,15,16,10,2,112420650,58741,17.023
2,2,415465385,7,2,10,68273,3,20,24,1,130736311,26276,38.057
3,8,618491002,8,4,10,45427,2,30,6,3,39023414,27646,36.17
6,8,1022571662,8,1,7,97478,12,11,11,6,72602975,57247,17.467
8,7,730056705,2,3,14,12294,4,8,31,4,115697667,66280,15.087
5,6,228973750,7,2,14,9812,4,26,26,4,114133618,68664,14.563
2,8,261607829,4,3,9,6560,10,15,20,4,58723369,41561,24.06
2,2,105335654,5,5,8,8218,16,24,7,2,121185296,41739,23.957
7,6,744901686,4,4,14,91509,2,16,5,5,128511566,20721,48.259
5,8,106241461,2,4,10,59423,11,24,26,5,71289930,31197,32.053
7,7,10491207,8,5,8,59581,11,7,15,7,76476952,57232,17.472
4,5,467518430,4,3,11,31861,15,18,19,6,122043486,33330,30.002
2,1,49051022,3,2,3,87705,6,27,17,4,122408183,30680,32.593
1,3,992912309,6,2,3,58272,16,15,4,6,52454698,43331,23.077
2,5,367344129,4,3,16,102698,16,21,18,7,69413511,57807,17.298
4,2,568137908,8,2,5,43262,6,5,19,3,52873720,55416,18.044
4,8,461529283,2,4,16,100739,5,22,23,4,127552825,34716,28.804
2,8,841401357,4,2,5,80353,5,26,13,1,128080453,37501,26.664
6,5,1051120086,7,2,14,25253,6,25,19,3,82481233,54008,18.515
4,1,321855217,6,5,12,87128,4,9,11,5,87011739,47667,20.978
8,5,869423489,3,2,3,107758,16,29,11,6,36849943,35736,27.982
4,6,659614716,3,5,8,37253,4,9,7,5,60080809,35326,28.305
6,4,5321999,4,3,9,108814,8,2,29,3,44185649,57441,17.408
5,1,638373466,6,4,2,87671,3,31,28,2,58203200,70188,14.247
4,5,781203197,4,5,13,76972,11,17,15,5,41997871,51581,19.386
4,3,735021797,4,2,6,82548,9,27,26,5,68956091,29827,33.525
1,7,813406995,8,5,8,26882,5,32,27,2,78945906,47826,20.908
1,8,997259794,7,4,10,127088,6,3,24,6,119669216,49485,20.207
2,3,363811284,5,4,3,70254,2,21,18,8,83851716,46415,21.544
8,8,376409488,4,4,15,103480,11,10,25,6,115093613,35558,28.122
1,4,713286215,3,1,3,40936,9,31,23,6,111935070,36397,27.474
6,5,184936920,4,4,12,44736,14,2,12,5,81558186,37770,26.475
5,3,191055870,5,4,5,93031,3,15,8,3,66141255,55058,18.162
6,3,673270525,8,5,14,80651,10,4,25,1,94221459,62495,16.0
2,7,989432768,5,3,2,61291,13,11,28,4,53822997,47046,21.255
3,5,328786759,2,5,16,99915,14,23,4,8,72151540,22469,44.502
6,1,624271720,5,3,6,127465,8,13,13,7,111771024,61767,16.189
6,8,1024797745,6,2,4,86377,9,25,17,7,81790223,37375,26.755
7,6,391886714,7,5,9,73110,3,18,6,5,67157350,65941,15.164
6,6,262934202,5,2,13,117072,15,19,21,6,130768044,28203,35.455
7,3,156688112,8,3,11,14593,12,31,27,2,79106041,23131,43.229
6,2,833957693,7,5,6,113972,9,9,20,7,33902230,27500,36.362
7,3,230442705,3,3,12,53127,6,7,3,7,55121248,54939,18.201
6,8,591024479,2,3,11,71471,11,10,23,3,129572999,32187,31.067
4,5,298678614,7,5,8,29533,4,27,17,8,134169322,23646,42.29
4,3,174683580,3,4,6,31294,7,15,25,4,102537247,58301,17.151
5,5,692131884,7,5,10,74528,10,3,22,5,40352287,42285,23.648
6,2,271230411,6,3,4,116828,13,21,31,8,122876453,24047,41.583
5,3,496313493,2,5,10,107676,7,25,9,2,114271882,59803,16.721
3,2,867015602,5,4,5,41936,4,13,21,2,79801550,37621,26.58
3,5,175407846,8,3,12,42754,6,31,2,5,78051224,46053,21.713
5,5,385024904,7,1,2,59555,5,10,4,4,52957822,31004,32.252
3,5,467309811,6,3,8,97465,4,29,17,7,130769620,51523,19.408
1,3,879880900,4,2,15,19147,2,27,4,3,74486510,32192,31.062
7,1,220393521,7,4,15,128329,12,19,9,6,72986988,52753,18.956
2,4,692593525,8,5,12,25287,6,11,25,3,91969517,53663,18.634
1,4,824819140,5,2,2,123221,4,11,12,3,110581344,29224,34.216
6,3,382889115,5,2,9,32902,16,22,27,4,80872527,54842,18.233
5,6,1047817361,8,2,7,84418,8,25,26,7,108477901,34210,29.23
7,1,234143864,4,5,15,73627,12,16,2,2,113314347,45735,21.864
4,6,1056661880,7,4,3,78710,8,7,3,3,73978555,36136,27.672
2,3,906045048,2,3,13,90912,2,31,4,2,43902909,34459,29.019
1,2,984893157,5,1,6,93863,11,31,20,3,113446750,38482,25.985
4,6,318600834,4,2,11,54639,14,17,23,4,53370837,41586,24.046
7,5,297757142,8,3,16,7941,7,32,10,6,85582583,41400,24.154
7,2,1019928740,6,2,5,28392,14,14,21,2,126585378,40481,24.701
1,3,17530159,8,3,4,67334,9,25,11,7,90215251,40915,24.44
4,2,410893836,2,1,9,76420,13,2,8,6,121020431,53331,18.75
2,5,987034502,3,5,13,70204,2,28,28,6,74850430,30210,33.101
4,1,1026500611,6,4,10,102786,10,12,26,5,64349944,43275,23.107
1,5,591877763,3,4,9,94930,2,25,15,6,109934998,43961,22.747
8,7,327871127,3,2,15,112952,6,24,32,3,94217703,42300,23.64
6,1,580149710,3,4,14,13197,13,6,21,1,63575266,23916,41.811
7,4,322875125,3,1,5,75484,3,8,26,7,118143646,58555,17.077
7,8,907062571,7,2,7,81262,5,14,14,7,131486158,37983,26.327
4,3,20637261,4,5,16,57279,5,29,26,8,85983163,44993,22.225
3,6,774100697,3,1,12,29846,13,31,3,3,98523106,42617,23.463
7,3,899097025,2,2,11,51023,3,23,29,4,55001509,21666,46.153
7,4,935050226,8,5,13,123426,13,3,30,6,103658175,53583,18.661
3,7,963885248,3,2,9,10071,11,21,16,3,41516246,37326,26.789
7,2,174731773,6,3,7,96302,3,25,21,5,52109493,34961,28.602
8,4,747077787,4,2,10,104010,15,6,19,2,126996593,46427,21.538
5,4,529763724,5,2,10,11642,11,17,23,3,90344857,40421,24.738
4,2,792322736,3,1,11,34631,9,7,14,4,100971511,38063,26.271
7,1,750163238,8,4,3,48138,8,22,28,3,85903959,29770,33.589
3,1,960476360,3,2,12,78956,6,7,20,8,124569240,27446,36.433
5,3,754795215,7,4,2,122552,2,6,22,2,62612894,51368,19.466
8,4,747597693,5,4,9,40602,12,14,14,1,121475030,47935,20.861
1,4,600040618,3,5,15,26033,8,21,16,8,124866287,26994,37.045
3,1,279423661,6,5,10,16601,5,23,31,2,69221659,40327,24.796
5,7,483835187,4,3,12,20860,7,9,25,8,33931137,52983,18.873
4,6,904242384,4,5,14,74923,11,12,4,6,67820176,63457,15.758
5,1,219624016,3,5,9,10276,11,28,12,2,90544822,58442,17.11
4,2,902054699,8,4,8,89519,10,8,6,6,53164200,27941,35.787
2,2,28806404,2,5,15,81512,11,15,31,3,97543241,55896,17.89
2,1,447611342,4,4,16,121072,2,31,28,4,126397480,28617,34.943
5,4,656031564,7,3,11,120428,11,28,4,2,131070518,59769,16.73
2,6,257457457,8,5,2,88466,4,11,31,4,111861210,60649,16.487
4,4,523134930,2,3,6,7528,3,27,29,4,53361708,68426,14.614
6,1,982808027,3,3,16,105194,2,29,10,1,130864726,25173,39.724
6,8,1067689219,4,1,5,64643,10,3,13,3,39709648,38153,26.209
7,1,57858504,4,3,5,53849,15,7,22,6,98194818,48265,20.718
7,3,997471895,6,4,7,25427,14,17,24,4,57870154,56036,17.844
7,7,487001282,6,1,9,36707,16,26,12,1,52985412,48938,20.433
1,4,1004183649,7,5,12,71315,14,11,26,1,110746381,49468,20.214
7,2,432056644,3,3,5,97794,6,27,31,8,101847015,40688,24.576
5,5,751979092,4,4,16,45755,14,28,17,8,129859014,24891,40.174
7,7,135445696,3,4,14,127613,3,26,16,7,77939589,28941,34.552
5,8,544226986,5,2,16,13200,5,32,14,3,125328029,52178,19.164
1,6,358850797,6,5,10,5824,10,7,2,2,35497294,25347,39.45
6,8,55991252,5,4,9,9683,14,29,12,8,81374289,44543,22.449
2,2,110144290,2,5,5,15001,11,2,20,4,41186966,49611,20.156
2,3,1002082469,7,1,11,55765,3,10,17,1,96977991,29670,33.703
1,4,60142333,3,3,4,28342,11,4,29,7,75356419,55992,17.859
5,4,889925642,8,1,6,116068,2,16,26,3,95888726,28827,34.688
6,6,820694888,3,2,6,38785,8,27,15,2,67171460,28955,34.536
2,7,1055515586,6,2,6,104861,16,6,24,3,100201837,16964,58.945
1,1,256805739,4,5,12,112853,9,8,13,1,49142627,40941,24.424
2,7,877201756,6,1,10,19245,6,11,10,5,92478071,29820,33.533
8,5,76193085,3,1,10,27931,5,26,13,4,99910362,60865,16.429
5,7,218032562,8,5,14,10498,12,31,14,2,62610348,70278,14.228
6,8,277057709,6,3,16,12732,11,4,14,3,69264162,36992,27.032
6,3,566565661,5,3,8,65098,12,22,2,1,116024545,59228,16.883
4,7,226774732,3,2,2,54029,11,31,31,1,94176673,49285,20.289
2,1,526852321,7,5,7,21778,14,3,23,4,90381685,62427,16.018
7,3,1006082607,3,4,16,105100,13,9,25,4,67881324,30597,32.681
3,3,710775732,2,4,7,63933,2,2,21,6,115316497,29478,33.923
7,5,322780130,6,1,16,47160,15,20,22,1,126865836,41462,24.117
2,8,659550124,6,4,7,71229,14,8,26,7,97599177,59571,16.786
1,3,265415566,5,2,6,56658,2,18,10,5,128308939,36797,27.175
3,6,722955177,7,2,4,25419,2,31,23,7,72571792,47637,20.991
1,4,144722645,8,2,10,82333,3,19,20,8,88854298,52651,18.992
4,1,501976185,6,2,3,28534,6,26,22,3,111399844,48352,20.681
3,7,351920084,4,1,11,21791,13,24,27,7,96225922,49001,20.406
8,6,188901995,8,5,15,121082,5,4,10,1,61325945,40538,24.667
5,6,149735050,2,1,6,102350,15,17,17,5,88520599,37626,26.576
7,6,922110556,4,5,13,74895,9,13,19,6,127534056,55100,18.148
6,8,546969112,6,4,11,121872,2,5,5,2,41346886,56204,17.791
7,4,492494590,2,3,8,61895,10,9,12,2,94206475,38726,25.821
3,4,390169777,5,5,4,93598,3,27,19,5,109001107,50441,19.824
4,8,598801790,7,4,6,33902,2,28,25,5,69677842,41263,24.234
6,4,1040789086,8,4,14,113283,8,10,8,3,122015270,53575,18.664
8,1,928486384,3,5,5,35629,4,32,11,2,111586720,48675,20.543
4,1,53211870,8,2,14,99452,13,29,10,3,111575443,48621,20.566
5,7,955591593,4,5,3,128999,12,27,16,4,34239636,34517,28.97
5,1,832002851,3,4,4,24497,4,11,18,6,36466063,53809,18.583
2,7,721349198,2,2,10,56114,7,19,25,6,72333739,46451,21.527
2,2,401114231,3,1,12,24488,15,3,13,8,110730192,33566,29.791
8,1,581120774,8,2,9,91165,16,11,13,2,36369061,37826,26.436
1,2,322414437,4,1,16,55921,10,10,26,2,65110033,53076,18.84
7,8,814040706,4,3,10,39592,6,18,31,1,75449289,49746,20.101
2,4,827951244,4,3,5,40916,15,16,6,2,83313575,64209,15.573
4,3,799877791,8,5,3,40137,4,5,20,8,103691308,65489,15.269
5,6,868651953,2,3,8,115491,4,3,20,7,33579480,47455,21.071
5,1,688103247,7,3,12,7837,16,13,27,7,90645528,29121,34.338
5,2,1038481677,2,3,13,125464,5,5,18,3,120996035,55445,18.035
6,4,338448717,3,2,4,22652,10,6,28,3,82482568,54464,18.36
4,5,932432974,7,4,16,106114,13,3,29,5,103324559,65499,15.267
2,5,730070788,8,3,11,28521,7,4,9,5,123654252,69634,14.36
2,8,163687163,4,1,12,34065,4,14,27,4,51324820,52137,19.179
8,8,554303588,6,3,10,24757,11,17,24,2,44878727,68210,14.66
5,2,346249276,2,4,13,120575,10,28,10,8,116296600,30204,33.107
3,4,389295782,5,2,10,109807,12,11,14,7,106591079,33767,29.613
1,1,488026514,4,3,13,62402,9,22,16,6,115566575,54824,18.239
7,3,347529841,3,2,2,21026,14,20,26,6,113427507,31193,32.058
1,7,973779515,5,4,11,112261,6,17,24,5,96452027,66309,15.08
1,4,725286749,6,3,8,123936,13,21,10,2,81436423,59188,16.895
5,1,869299363,2,1,4,126466,15,21,24,4,81569620,52663,18.988
2,7,313371042,7,4,2,64429,12,27,26,4,61166374,33478,29.869
6,4,1072353808,7,5,3,87687,15,3,14,4,106986639,33024,30.279
4,3,762138364,4,4,16,96641,2,19,32,1,101621578,28599,34.964
6,5,102845414,5,1,2,46565,12,22,22,5,78723212,34599,28.902
4,3,987623214,4,1,11,55811,9,25,17,7,34131099,45480,21.986
6,3,8848982,2,2,6,101118,7,2,32,5,111605043,27086,36.918
5,6,593242691,3,1,11,52928,5,31,32,5,34702709,61718,16.202
8,2,131870485,8,2,4,18637,8,22,23,2,119547751,47467,21.066
6,5,532546396,3,3,7,106607,16,13,23,2,110707165,44089,22.681
4,8,642731573,5,3,8,44862,11,23,24,5,114363128,62554,15.985
3,4,850300918,8,4,3,45739,11,24,27,3,67546375,53496,18.692
2,7,158079826,5,4,16,113884,10,25,27,5,110785268,42771,23.379
8,7,63867271,6,1,13,39401,2,5,29,1,48777786,47557,21.026
3,8,401667914,2,2,5,58648,16,24,16,3,101493222,51690,19.345
6,7,52133868,8,5,3,87535,7,29,28,5,120373421,49934,20.026
3,3,275455502,6,5,9,42323,6,22,20,4,36164533,29764,33.596
5,7,1036593576,8,2,3,36536,8,12,22,7,89645227,40623,24.616
2,3,617474765,2,4,9,78029,3,9,23,3,36675133,42090,23.758
3,4,271172600,3,1,16,15961,5,10,3,4,61085196,38765,25.795
2,3,405369845,6,5,3,72829,13,24,24,4,111066372,29471,33.93
8,6,78740533,6,1,10,57466,4,30,8,1,42934011,44724,22.358
4,1,670252587,3,2,14,5139,9,28,5,1,70334608,60173,16.618
5,6,953025884,4,4,12,71204,2,31,22,6,96206888,37197,26.882
7,3,804863601,5,3,8,32627,6,7,4,1,119838074,30035,33.293
8,4,513954892,3,1,8,125271,11,10,7,2,72316965,40630,24.611
2,2,761482144,5,2,12,90836,11,25,30,1,102834099,24686,40.507
4,6,221605287,4,5,16,68527,6,7,6,4,75710665,28146,35.528
2,1,964154381,4,2,5,45104,13,12,3,4,53760797,28806,34.714
8,7,880946753,4,2,13,58701,10,32,25,1,75573168,37969,26.336
1,5,939074379,7,5,6,6676,8,14,6,6,131971666,45122,22.161
3,8,427382889,7,3,13,12558,16,26,5,5,67981892,26141,38.252
1,4,516451576,3,1,11,95590,9,29,32,4,133218886,35565,28.116
7,5,262615974,6,4,10,60368,8,19,24,6,75845506,34062,29.357
5,2,497127938,5,4,15,100077,16,16,32,5,86037530,36403,27.469
1,8,553665643,5,5,7,29162,7,7,14,6,87483179,45276,22.086
1,6,150412130,4,3,13,49747,15,16,32,3,64483955,42877,23.321
2,5,357152172,5,2,12,126088,10,11,15,6,109879509,43282,23.103
5,2,669057469,6,2,15,108042,16,31,13,5,97774846,30146,33.171
3,4,489294844,4,2,6,50037,7,28,32,1,43157879,53325,18.752
3,4,952561389,3,2,5,46262,11,20,31,2,64107173,22162,45.121
7,2,226402606,6,1,11,78977,5,16,20,3,117395582,38942,25.678
7,6,916636928,8,1,12,27147,3,23,32,7,120926730,39260,25.47
4,4,867598481,5,2,2,30655,12,31,15,6,122090037,51479,19.425
3,2,896629234,6,4,7,13380,16,4,11,7,40871750,40831,24.49
4,4,474000945,6,1,9,97620,13,14,16,8,78717449,59495,16.807
4,8,834700004,2,2,9,11178,11,8,27,8,40580329,41940,23.842
2,6,598260517,2,5,13,52958,4,13,32,2,120362146,45862,21.803
1,2,940909205,5,4,2,91923,8,15,19,5,125553474,57610,17.357
2,4,224149329,2,4,7,57824,9,25,2,8,128578499,54437,18.369
2,7,303620980,4,1,13,86794,13,3,11,8,75192000,39791,25.13
7,5,56176795,2,1,5,4463,15,10,23,6,102606481,40310,24.807
4,3,584814983,4,5,12,88563,8,9,32,2,68051290,27025,37.002
3,8,647908406,5,4,12,117123,12,28,22,6,103622127,42907,23.305
3,6,300344184,3,1,14,89664,12,13,27,3,74596292,52625,19.002
5,1,71960370,8,2,2,129411,12,16,17,8,64070480,56891,17.576
1,8,379745770,8,1,7,31117,3,20,14,8,33665179,50451,19.821
8,5,222531447,8,4,9,125924,8,9,20,7,94502089,30897,32.364
8,6,127216250,3,4,2,10407,15,23,31,7,88327536,38052,26.279
1,2,585140671,6,1,12,67801,5,27,3,7,40133451,37244,26.849
4,8,194050846,8,1,7,99538,11,28,28,7,68511471,42138,23.73
3,4,353381468,6,2,7,62009,11,20,5,7,55817637,47910,20.871
3,6,261911774,2,3,14,26720,13,28,4,8,53664437,44390,22.527
1,5,267074717,8,3,3,81728,8,31,32,2,100121552,34530,28.959
7,7,478396995,2,2,8,92569,4,12,17,6,54716947,39372,25.398
6,6,71737932,7,4,14,83913,2,29,13,7,127948078,56652,17.651
1,5,678080112,7,2,5,44186,2,7,30,6,77659953,29268,34.166
7,8,661711082,7,2,6,41224,8,28,18,3,36190795,61395,16.287
6,6,575416394,7,3,8,109270,11,29,12,2,94578680,32026,31.223
6,6,129897737,5,5,4,119609,6,7,31,8,110123363,40542,24.665
5,8,467428189,3,3,2,116975,12,8,27,6,58859604,20827,48.013
7,7,188367076,7,4,4,33059,9,6,28,4,127789466,29079,34.387
4,3,963721734,7,5,7,53099,16,6,22,2,36001215,48204,20.744
1,7,958329086,2,1,6,27724,2,27,29,5,91337163,59778,16.728
2,6,901028564,8,2,9,55739,9,10,22,5,38110563,25143,39.771
1,7,674408949,8,2,12,30956,2,26,10,1,126689851,36285,27.558
4,5,327923287,8,3,5,63939,2,30,6,3,102882605,44194,22.626
5,7,502437769,6,2,6,73096,8,3,6,5,47049003,32401,30.862
5,7,484947426,4,1,2,62978,7,26,14,1,96369939,40097,24.939
2,1,719433630,4,2,8,56134,7,5,24,8,39511185,30413,32.88
3,4,526345747,3,1,13,95393,15,14,8,2,41400519,35157,28.443
3,2,47666491,4,1,16,58921,13,23,4,6,111177090,37820,26.44
4,5,259104680,3,2,14,53747,6,20,29,5,61018370,39766,25.146
1,3,97577647,3,1,9,57060,8,31,29,1,80342655,59178,16.897
8,7,473876444,5,3,6,86597,10,9,13,4,54872729,35744,27.976
6,1,706070079,3,1,7,61720,9,31,27,6,44270005,50117,19.952
6,7,752878827,4,4,10,20550,7,18,2,3,37050872,29316,34.11
2,2,610662861,8,5,4,114071,7,28,2,1,34691993,39092,25.579
6,8,948627227,8,4,5,88186,8,18,2,4,39054362,27807,35.961
4,7,158613303,7,2,3,120612,12,29,26,6,47060620,23812,41.994
5,4,529048699,4,5,10,14844,4,8,28,1,46789361,26387,37.896
5,8,283046856,3,4,10,17415,5,21,13,2,81852872,37509,26.659
2,2,1028433608,6,4,10,74505,12,3,9,5,100165460,28304,35.329
2,1,597571984,7,1,7,44619,7,15,22,1,97546984,52550,19.029
6,6,427533521,8,5,16,65938,12,14,14,6,38560919,46226,21.632
7,7,839546188,7,1,14,84788,16,29,19,8,105827826,30680,32.593
7,6,893208170,4,3,6,104133,16,30,8,1,64680536,23646,42.288
3,7,413135671,2,4,11,82565,3,9,26,4,107646395,24064,41.554
3,3,870571354,7,2,5,5066,6,8,14,2,78759808,31979,31.27
8,2,680456390,2,3,13,38436,2,23,11,6,54760044,34055,29.363
1,2,428984405,3,3,6,104785,6,21,21,1,97920241,55726,17.944
2,2,849614048,6,4,6,28031,5,31,18,8,130450062,47984,20.839
5,4,146655557,8,1,6,51037,14,9,29,4,115541178,28993,34.49
2,2,738097251,7,5,15,28312,8,23,26,5,50250556,37890,26.391
6,5,281904879,5,2,15,13896,2,4,8,7,50583192,23374,42.78
6,5,541533646,3,1,5,77775,8,31,3,1,113103387,30021,33.308
