max_background_compactions,max_background_flushes,write_buffer_size,max_write_buffer_number,min_write_buffer_number_to_merge,max_bytes_for_level_multiplier,block_size,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,target_file_size_multiplier,target_file_size_base,ops_per_sec,micros_per_op
7,8,899250082,6,3,16,9341,10,32,23,4,39084357,1270809,0.787
5,5,219801778,3,5,15,11277,16,17,18,5,71360934,1105315,0.905
3,3,561653347,3,1,7,4660,14,11,24,2,106841143,1260291,0.793
1,4,64510712,5,1,8,102388,7,22,29,4,117805894,1491642,0.67
3,3,271142885,3,4,5,124508,6,19,21,3,47308996,1286342,0.777
8,3,789632211,8,5,14,47825,8,12,31,1,45654063,1916553,0.522
3,3,634415266,4,1,5,122747,16,19,18,2,93304876,1774443,0.563
7,8,585916133,6,1,12,97104,6,7,15,7,38173111,1799305,0.556
3,7,643366281,8,1,9,38281,3,17,30,3,82414599,2450956,0.408
4,2,765715137,4,5,4,56092,10,32,6,8,91629217,2332459,0.429
6,7,148658367,5,3,11,68434,8,19,21,8,105768354,1591370,0.628
6,5,452235335,3,2,12,31790,14,19,12,7,83556547,2626009,0.381
5,6,8463213,7,3,8,58965,7,18,5,4,47858808,2126438,0.47
7,5,1034489987,8,4,4,110332,2,19,8,8,65515391,2351087,0.425
6,7,673876958,3,5,5,80315,6,7,13,5,76613613,2039363,0.49
3,2,949064544,6,4,3,77436,12,8,2,8,78328284,1418059,0.705
4,5,261885988,4,2,9,4902,14,6,2,1,58606533,1103714,0.906
5,5,52004709,7,5,2,28389,14,29,7,6,91988727,1819260,0.55
2,4,46261744,4,4,16,82284,9,5,17,1,63653339,1898095,0.527
5,3,691543284,8,5,15,24880,7,8,31,6,76728772,1158747,0.863
7,5,260186146,5,4,14,56492,10,28,24,8,115910125,1902240,0.526
1,8,983176611,6,5,6,99205,13,9,25,4,97407088,1963517,0.509
1,8,1049248697,4,1,2,56492,6,15,10,7,131905974,1798137,0.556
8,5,1069569472,8,4,15,64269,10,13,20,2,127529318,2427172,0.412
3,4,107835469,2,4,10,13108,4,9,23,4,66178171,1767427,0.566
6,8,737198696,3,4,14,38390,4,6,4,1,33557035,1667839,0.6
2,3,515948901,3,3,8,116289,7,31,17,1,105887273,989165,1.011
3,7,654570780,4,2,3,15063,3,5,25,8,73752210,1557254,0.642
6,6,543170366,5,3,11,71120,15,32,25,7,81924300,1893111,0.528
6,4,990608788,8,2,10,61611,15,26,9,2,37056948,1268839,0.788
7,4,323390810,2,5,4,31722,15,15,25,2,113233279,1319717,0.758
5,5,238204903,8,1,6,86983,14,29,16,1,105480918,1217964,0.821
1,2,1051767930,3,4,3,110052,3,31,20,8,133181881,1775155,0.563
4,8,188672535,8,4,2,66438,9,10,18,7,91858833,2102832,0.475
3,8,854994360,8,1,3,91714,2,24,8,5,67068948,2251445,0.444
6,2,42848827,5,1,14,59191,15,18,26,2,53693306,2013555,0.497
3,5,29524786,2,5,3,89457,15,15,20,5,39211833,1963583,0.509
2,5,629994065,4,1,8,80853,11,20,9,8,64420946,2447818,0.408
8,1,235777168,5,5,16,121091,6,24,29,3,40915204,2479685,0.403
6,7,232977099,5,2,16,26419,16,5,20,6,131461381,2258044,0.443
7,3,73893908,4,2,9,22385,5,28,5,1,71473857,2463582,0.406
4,4,78192248,8,2,4,16211,6,32,19,3,134212478,2269663,0.441
4,7,421270726,4,2,14,120052,15,30,20,1,80405619,1160306,0.862
5,2,683294643,3,4,16,112430,4,3,16,4,86827524,1178892,0.848
7,4,854146464,2,2,14,128341,12,17,28,3,89683640,773892,1.292
5,6,870187951,6,4,4,16988,5,30,26,3,100428465,1943003,0.515
3,3,996590343,4,2,14,76041,9,5,8,4,132061019,2080996,0.48
3,1,332973287,3,2,12,76105,11,29,17,8,120933817,2269302,0.441
7,2,916621828,8,1,14,77716,14,20,15,8,52934851,1822941,0.549
6,2,405603958,3,5,3,93524,11,9,21,1,134215251,1951539,0.512
7,5,1039371899,8,5,14,31261,8,31,24,7,128009020,2206930,0.453
8,6,857610314,7,4,7,120882,8,32,29,2,46715380,2517369,0.397
7,3,301419145,7,5,6,58141,4,4,21,3,62566829,2350822,0.425
6,5,912684645,6,2,5,80243,3,23,17,5,54699535,1440411,0.694
3,6,29886781,3,2,14,91621,7,15,30,7,84863619,1627514,0.614
5,1,752206254,6,2,2,66530,16,21,13,7,52861571,1785261,0.56
8,6,458483905,4,5,5,17875,13,3,8,4,127494449,2130079,0.469
7,7,26588459,7,3,15,25912,9,29,30,5,74713393,2000180,0.5
3,6,860437568,2,5,3,15333,8,3,19,6,59286651,2392957,0.418
2,3,33890679,6,2,13,102085,8,27,26,1,107231500,2075304,0.482
2,2,928037291,5,1,5,53078,16,29,2,6,34898778,2049394,0.488
5,7,536617989,4,1,15,127491,6,15,25,7,68191907,2062995,0.485
2,8,494627571,5,2,14,67700,5,2,27,8,116367943,1187286,0.842
5,6,465366658,7,2,10,122815,11,31,12,4,114084480,1246068,0.802
7,7,12797132,4,4,14,109395,14,17,19,8,45643192,1262721,0.792
1,2,340531751,3,1,2,43035,4,7,21,5,101116313,728991,1.372
4,7,243669882,6,2,12,33558,13,12,3,7,84310071,1375674,0.727
2,8,203012524,8,5,12,69294,6,2,28,7,105605711,1007551,0.992
4,1,997660261,7,3,11,66663,8,30,6,3,123033404,942212,1.061
2,3,906610037,5,5,8,29991,11,32,13,4,41143367,1214628,0.823
7,4,939828693,8,3,3,101658,10,5,26,1,45988702,1904500,0.525
5,7,575667205,2,5,5,31910,14,28,23,3,123005075,1819177,0.55
1,8,485390388,5,1,12,116113,6,14,19,2,100526030,2286231,0.437
8,6,789376747,6,5,9,5822,14,13,20,4,56926637,1360994,0.735
5,5,18867449,7,4,10,74755,11,16,23,2,60409981,1354725,0.738
6,4,1049094655,8,4,12,114228,4,3,13,1,114573458,2033594,0.492
4,1,174656574,8,4,11,57537,13,25,21,7,119113136,1343163,0.744
1,1,588783774,4,1,9,124272,16,7,2,1,42169497,1801431,0.555
2,8,873344886,8,1,14,106522,4,4,19,3,111411719,2519831,0.397
4,2,872145455,6,4,3,83688,14,8,12,1,108440120,1984717,0.504
4,4,334016265,3,5,11,90699,7,27,9,4,102746930,2148592,0.465
6,3,433776742,3,2,14,94745,12,10,4,3,63822722,2313203,0.432
8,8,1001995246,5,3,6,89392,2,14,3,7,89576354,1953888,0.512
7,6,669073839,8,1,12,38228,2,31,22,6,96685430,2306730,0.433
2,6,635741948,5,5,6,9130,6,20,12,6,62104526,2474500,0.404
4,3,271928845,3,5,4,64791,8,31,6,3,123274977,2236586,0.447
6,2,916562360,2,5,6,118791,10,23,14,8,69616297,1835050,0.545
4,5,747421012,3,4,13,117046,9,21,8,8,46217759,1908495,0.524
5,6,804238596,5,1,13,62383,15,19,10,8,58900599,2007709,0.498
6,4,29374261,2,4,11,69612,8,9,19,7,54148537,1711543,0.584
4,6,518879480,4,4,8,21968,11,21,8,8,35444123,1793030,0.558
4,2,776163935,5,1,13,74540,5,5,13,6,126478066,1731775,0.577
3,7,981128842,6,2,2,12010,8,31,32,5,86766489,1612141,0.62
1,3,411973884,8,1,2,91444,10,26,12,7,96341326,1681121,0.595
8,2,961976133,6,1,11,121676,11,11,28,4,61449786,2076036,0.482
7,4,661764085,5,2,7,64067,2,31,17,4,42577928,1450170,0.69
4,2,179025163,8,1,12,125532,2,23,7,5,92118235,931888,1.073
2,5,769478251,3,2,7,97927,3,20,18,2,83149590,1748707,0.572
4,3,673818961,3,4,3,32723,14,29,12,6,63204861,1923535,0.52
2,5,166611469,7,2,11,86971,10,6,13,1,129039538,2185152,0.458
7,5,416521475,3,2,3,35465,3,31,24,6,96200728,2227221,0.449
2,8,801737038,5,2,6,39398,13,13,3,2,68683560,2406918,0.415
2,8,354273410,5,2,4,15392,16,30,15,2,57443857,2519234,0.397
2,5,776599502,5,2,6,25840,4,23,10,4,67874219,2521692,0.396
3,1,330732448,5,2,15,24819,2,3,23,1,103896362,1673494,0.598
1,8,737795078,2,2,13,128245,6,24,27,7,67429166,1458114,0.686
3,7,582424626,3,3,9,125425,2,31,10,2,81644820,1745773,0.573
2,5,174540656,2,1,3,68635,2,20,29,3,129999105,1116621,0.895
5,6,935856941,3,1,2,106165,3,23,19,8,67118053,1605569,0.623
8,4,920348620,7,2,13,113263,6,2,6,6,96865886,1932942,0.517
5,2,262210926,8,5,8,47550,4,30,9,1,125214073,1365978,0.732
8,6,636466615,3,4,6,45119,7,8,29,4,66893313,2120746,0.471
1,2,1017067498,5,2,12,116791,14,12,2,6,101079669,1728043,0.579
6,6,656918067,6,3,10,57022,15,4,8,7,43996632,2089532,0.479
4,4,726484675,5,2,13,4759,8,12,32,4,44765465,1720918,0.581
3,7,875409183,6,2,8,80219,11,15,10,5,40750686,1527141,0.655
6,4,568851194,4,1,7,67860,8,26,22,2,71841543,1895148,0.527
2,7,490350572,4,5,3,98585,7,27,13,5,121652098,2047644,0.488
4,3,257680612,4,1,4,55700,13,26,21,3,55934372,1706796,0.586
2,6,917648885,7,1,8,96620,4,22,29,4,114415949,2127573,0.47
2,2,616243361,2,3,16,117239,5,12,30,6,66364571,1408004,0.71
7,5,536868652,8,4,9,47238,2,7,31,6,110313346,1514857,0.66
7,3,399674971,5,3,3,25269,15,3,22,5,108947261,1872427,0.534
4,3,623648101,8,4,7,102329,13,19,2,1,105804074,1349185,0.741
2,6,59716901,2,3,2,11620,2,18,13,4,53252204,1397303,0.716
2,2,316776303,3,2,7,85105,6,13,20,4,71748909,1621213,0.617
3,5,392836897,7,3,5,63386,14,6,27,5,34410235,1564683,0.639
1,8,195525569,3,5,4,96361,9,24,18,2,57828320,1621781,0.616
8,7,353026591,7,2,3,18653,14,14,12,6,99586215,1468381,0.681
7,2,861398841,2,2,3,73259,4,6,24,2,72218042,1939619,0.515
7,2,540690454,4,5,15,64605,3,20,5,6,107784838,1973484,0.507
2,7,912553173,8,3,8,128272,15,26,30,4,68293794,2423607,0.413
5,4,812411298,7,2,14,19284,9,11,18,2,74951801,2493212,0.401
4,2,590686294,6,5,2,75520,10,9,18,8,83200200,2090467,0.478
6,5,611168765,8,2,10,112330,16,23,25,6,128877747,1942169,0.515
1,7,410272701,8,4,3,90377,6,15,17,8,46263188,1720421,0.581
2,5,391914997,4,2,3,16188,16,6,23,4,124317688,1971165,0.507
6,1,982563094,8,4,10,38345,8,6,2,1,117069834,2117769,0.472
5,8,1063335280,7,3,5,11072,4,15,19,7,124397970,1502058,0.666
4,2,1035763342,6,2,6,128997,2,16,32,8,64308142,2072440,0.482
6,3,478910229,6,1,6,111282,5,14,25,7,110428833,2380566,0.42
6,7,212818422,6,1,7,45309,10,14,27,5,98898551,2563563,0.39
7,4,38926518,3,2,4,51829,11,23,6,8,110683068,2116487,0.472
6,2,503274186,4,2,10,12712,4,27,25,5,127628075,1089,917.906
3,2,840391083,5,5,10,76196,9,10,20,3,37155865,992156,1.008
2,4,582322709,8,3,9,22365,13,27,22,2,129528664,22317,44.809
7,8,76818012,7,5,16,49774,3,4,28,6,112617770,943423,1.06
5,5,45342778,3,3,12,57200,14,18,8,6,73428419,1430150,0.699
5,1,533271655,6,2,9,19483,12,2,22,3,117401370,1154889,0.866
2,8,350917177,5,1,5,46028,9,4,17,5,75473713,1211018,0.826
4,4,312907879,8,1,14,82207,13,7,6,4,95577880,1562893,0.64
1,3,237992258,2,3,2,68711,10,6,12,4,92899659,958718,1.043
8,8,154471043,6,3,3,63022,4,27,14,2,119684869,1259610,0.794
4,5,798904380,6,4,13,87335,16,12,23,4,60423299,1425407,0.701
1,5,489192940,8,4,11,4633,7,22,13,8,92791915,1310162,0.763
7,1,1033477147,7,3,12,117016,3,25,16,4,97441262,1646925,0.607
6,6,280567610,5,2,5,50837,15,6,25,5,91365525,1531070,0.653
5,4,1007416675,8,2,14,24294,5,19,20,8,62229364,1476952,0.677
6,6,746730446,7,4,3,63850,14,18,16,2,116372401,1282834,0.779
6,3,931609797,3,5,14,19796,13,16,7,1,110209545,1378983,0.725
8,6,881328534,6,5,5,15146,6,28,14,7,35517217,1572215,0.636
2,8,533811769,4,3,8,50434,3,24,2,4,117758112,1517284,0.659
6,6,1024664948,6,2,8,35240,3,12,17,6,69692628,1600986,0.625
2,4,60588304,2,5,8,98171,16,9,30,5,114645386,1750786,0.571
8,4,811493202,6,3,4,71660,6,10,27,1,78180410,1937759,0.516
8,2,805734277,4,5,9,12022,15,25,27,2,113548147,1699128,0.588
7,1,74153743,5,4,11,82893,12,22,32,3,56965879,1665489,0.6
7,1,809951291,2,3,6,93504,10,26,14,1,87293001,1812654,0.552
4,1,664759127,7,1,2,49091,13,2,24,7,40281037,1949899,0.513
1,7,474118118,4,1,15,89270,8,14,7,1,68932252,1681913,0.594
8,3,909821780,7,2,8,13562,13,21,19,3,40350106,1422373,0.703
8,5,661054028,8,3,13,4368,5,7,12,8,132884525,1854475,0.539
4,1,205922245,8,3,13,68582,16,2,6,5,128367390,1994375,0.501
5,6,404484231,3,5,16,19237,11,11,12,7,67755852,1589521,0.629
5,8,914434975,8,2,16,117935,2,14,14,3,99682666,1826413,0.547
2,5,771217361,7,4,9,86120,14,8,25,8,65406100,1265608,0.79
5,8,786360473,4,2,3,27351,8,5,4,7,57181673,1401402,0.713
1,7,1072299955,4,4,6,59197,6,23,19,5,87528679,1579983,0.633
2,6,471855312,3,5,9,25063,7,3,16,7,89186623,1682957,0.594
3,4,637389604,5,5,2,10932,13,15,26,5,95489793,1248950,0.801
5,6,154895624,6,3,16,80761,2,30,13,2,110159281,1027334,0.973
1,1,191462750,8,1,15,16248,11,32,2,7,77859065,749624,1.334
8,4,242822654,4,4,9,51305,12,14,2,2,50518855,908204,1.101
5,5,1015722800,7,1,15,95319,4,6,21,1,88112310,848977,1.178
4,8,378892868,4,2,7,36998,5,6,23,8,95671861,903250,1.107
2,2,627905456,2,3,8,85309,11,32,16,7,111595153,974638,1.026
5,5,51867515,3,2,15,88712,6,19,32,8,105220860,1393396,0.718
7,1,977126579,2,3,16,4542,2,10,18,4,127788710,894487,1.118
3,3,933338199,2,2,15,72144,5,32,3,3,65261762,1072066,0.933
2,8,944202240,5,4,11,95616,4,27,15,4,57403495,1148809,0.87
8,4,156347613,4,5,8,9827,11,24,8,3,119203539,1012632,0.987
4,5,914075281,5,5,16,71408,15,25,28,3,49894355,1025562,0.975
8,2,951011523,8,1,9,81316,14,22,9,6,87007248,819682,1.22
8,5,913980221,5,1,14,104320,14,6,9,3,129338218,917758,1.09
6,5,686416812,2,2,15,71545,4,3,10,5,33894072,906199,1.103
1,8,699829478,7,4,5,53426,2,15,22,7,97883420,1254100,0.797
3,2,923802074,4,3,9,121892,6,13,15,3,97696420,1133104,0.882
5,8,26001783,6,5,10,123495,8,13,14,5,55213758,1304570,0.766
2,3,86736665,5,1,8,97938,9,13,17,3,49713670,914386,1.094
8,8,135710203,4,5,12,45136,7,29,21,8,69644264,1157699,0.864
8,5,101798034,2,5,2,33102,2,8,25,4,122320187,916387,1.091
4,2,1039867986,3,4,3,46780,3,25,30,2,121914054,1029980,0.971
4,2,729236332,6,5,14,39365,11,3,23,1,131509589,920586,1.086
8,2,404429146,2,5,9,38123,7,8,22,4,66821314,1053656,0.949
6,8,594254667,4,4,4,92741,14,24,10,6,116399099,877369,1.14
7,1,922520880,5,4,8,19601,16,10,26,2,113509578,1029796,0.971
5,3,379137599,7,3,11,15370,9,4,5,8,77685037,1155103,0.866
3,3,363129873,4,2,15,61297,8,4,29,2,43139002,1015956,0.984
8,6,874822664,7,3,9,85579,6,22,15,7,94610846,1175834,0.85
8,1,47432341,2,4,2,42638,8,16,5,8,106485415,890307,1.123
4,5,129523088,2,4,13,70558,15,26,16,4,133078965,760816,1.314
7,3,65491815,5,1,16,97000,5,17,5,2,133528738,939308,1.065
5,8,570363509,4,4,11,36694,2,24,4,2,50030693,976473,1.024
6,4,440398033,7,5,9,29329,16,5,30,1,111506709,960892,1.041
7,6,134688815,8,4,14,116770,12,19,7,8,65452231,954437,1.048
4,2,670908453,2,2,8,11518,6,3,18,1,70595712,959568,1.042
4,8,938084115,7,1,10,94257,8,18,25,6,89023249,933804,1.071
3,7,53358348,5,4,13,10874,16,10,11,1,66109704,1145433,0.873
3,4,550453326,7,1,16,55442,8,30,20,1,91037366,1215156,0.823
3,7,272322328,8,4,15,33141,15,29,2,2,62726646,707061,1.414
8,6,411515383,3,3,16,112481,14,6,14,4,42399390,1167760,0.856
1,4,586561902,8,2,13,95566,7,29,27,5,122434373,877489,1.14
8,5,308974603,8,3,13,95162,2,10,17,1,113506881,1317964,0.759
4,5,441707155,6,1,8,66315,8,24,22,2,41437752,1288221,0.776
3,8,1003087200,7,5,5,38317,14,10,14,4,99920018,1223310,0.817
1,7,358749670,3,3,4,39494,8,19,11,1,38021965,1524743,0.656
1,6,429114067,8,5,12,90646,10,32,18,4,87346563,1365814,0.732
3,3,62851011,2,5,4,70980,13,17,31,5,129270209,1435206,0.697
5,4,78200301,3,4,14,93250,14,15,32,5,36519802,1326840,0.754
4,6,111826571,4,4,9,103906,2,2,31,2,58967206,1387545,0.721
2,5,739452502,5,4,9,67733,3,26,6,5,89453488,1428926,0.7
1,4,16638343,7,3,7,5543,11,20,22,4,35118973,1414265,0.707
5,7,512086933,2,1,5,124911,6,24,22,3,83210565,1479651,0.676
2,4,255589616,8,4,2,96583,6,5,21,7,44411216,1288073,0.776
3,5,371996140,7,5,8,32018,9,18,12,3,65042842,1193001,0.838
4,8,895581111,6,1,16,83269,9,15,16,4,105040307,1564284,0.639
6,8,979946362,7,1,7,66557,13,25,22,2,36988560,1364113,0.733
8,8,101366096,2,4,9,4165,7,4,16,5,87427799,1427684,0.7
3,6,822683210,5,2,10,120869,12,13,16,2,36066660,1521801,0.657
6,2,452597758,8,4,15,83515,14,8,16,1,116175827,1216481,0.822
7,8,776545760,3,3,3,16811,5,9,5,2,71084359,1452323,0.688
2,5,838427414,5,2,14,127609,14,25,23,7,37404501,1214183,0.824
1,5,242965554,8,1,10,22171,5,9,13,6,40014511,1650579,0.606
7,2,271150150,4,3,16,68356,9,12,22,6,122948065,1329712,0.752
7,5,768401983,4,5,8,117323,8,29,19,8,127972551,1632327,0.613
7,5,489378460,2,2,15,102576,2,7,32,3,112001164,1176686,0.85
1,3,621903524,6,5,3,77193,8,10,11,3,105992611,1435546,0.697
1,5,1046299529,4,3,13,112457,9,18,4,2,73837174,1190385,0.84
5,4,679421772,6,4,10,47392,3,27,12,1,71362997,1467948,0.681
4,8,939854477,6,4,11,54111,14,7,10,6,130650392,1082944,0.923
5,4,86278732,8,2,3,4915,8,17,29,8,50784864,1251185,0.799
6,8,636829146,8,4,15,25818,6,23,9,7,95883985,1224355,0.817
1,2,888155907,2,2,13,28502,11,26,3,3,123556989,1172243,0.853
7,2,727718943,4,1,14,38131,16,2,11,6,109427943,1279241,0.782
5,7,129032676,3,2,12,39981,11,6,31,6,100986862,1160349,0.862
6,8,415955620,6,5,3,113766,6,5,5,6,133893811,1311946,0.762
1,4,368235347,6,2,2,17936,9,5,17,1,132644089,1508946,0.663
4,1,51644600,6,3,10,96382,5,13,14,4,113878242,1283273,0.779
7,3,469676380,4,2,2,81513,3,20,30,3,45938128,1277235,0.783
6,8,722089369,4,5,6,77508,16,19,15,4,91216731,1046392,0.956
6,8,816055485,8,4,10,122685,13,32,6,6,77526967,1419470,0.704
6,5,1053557097,4,2,9,51983,10,24,31,5,86900062,1050373,0.952
6,5,897858056,7,1,11,99603,11,16,6,7,91590099,1070630,0.934
3,7,863626033,8,3,3,111128,6,31,3,5,127786662,1014948,0.985
4,5,959033420,5,1,5,112428,12,10,26,4,129330691,956670,1.045
5,7,12898291,3,2,16,32503,4,15,29,4,90130140,1212946,0.824
6,4,496993422,2,4,14,53314,14,15,26,4,107034048,1307160,0.765
2,5,545225557,5,1,2,20652,5,28,4,2,59657610,1134580,0.881
1,6,352448831,4,4,16,14531,2,31,24,2,54272609,943154,1.06
6,4,416701894,2,5,16,53146,10,19,3,5,86364914,1046800,0.955
8,2,829356058,2,2,15,75763,13,3,20,4,111668552,1092441,0.915
6,2,467530929,5,4,12,11514,8,24,15,3,98632436,1071058,0.934
7,2,524788932,2,5,11,18800,13,28,22,2,74865993,1155258,0.866
3,2,503738483,8,1,15,123905,13,26,11,7,92903099,1101372,0.908
2,3,448239193,2,4,8,73914,13,25,28,3,83133765,895184,1.117
1,3,606752789,2,5,15,86348,3,4,19,8,122376478,1096310,0.912
7,7,24198371,7,4,4,49053,15,11,27,1,37839816,1086858,0.92
7,5,102434072,7,5,8,63403,2,17,12,8,97262626,1069628,0.935
4,4,292463597,3,1,6,104599,12,12,21,6,64396117,957356,1.044
5,7,1023581774,7,1,6,29191,2,25,20,6,36701619,1030440,0.97
7,1,718006331,7,1,4,128561,15,26,6,2,60517648,874806,1.143
1,2,976153837,6,3,9,35957,7,10,30,7,35864006,966179,1.035
3,2,331860630,2,2,9,36955,10,28,21,6,48205910,994655,1.005
6,7,958835965,4,4,11,14463,13,19,4,7,109888168,1225871,0.816
1,5,524901200,6,4,3,26605,10,23,19,6,34552684,918890,1.088
1,8,965209107,2,4,14,34868,12,31,10,2,94719987,1036835,0.964
7,2,639562338,3,1,16,8289,8,29,19,2,106410156,1036621,0.965
8,6,920802447,3,4,4,6468,9,24,15,1,41919315,975116,1.025
4,6,429994795,6,4,3,18127,11,16,5,5,98163465,1134526,0.881
6,1,753048817,8,2,16,86877,14,31,2,7,53563196,1423929,0.702
2,5,722443848,4,4,7,16444,14,12,17,8,120270552,1008889,0.991
3,6,523096958,3,1,15,45822,16,18,18,2,130413696,1104217,0.906
5,8,192179361,3,1,13,12459,9,16,25,3,58124553,979040,1.021
6,6,637665659,3,2,4,103559,6,13,25,3,54793347,1083064,0.923
2,3,1005585807,4,4,6,46203,3,25,28,3,54987586,960738,1.041
6,8,716304062,3,5,16,40520,3,30,11,7,47684327,1198966,0.834
3,6,986622573,6,3,3,92877,5,19,2,4,119438385,941100,1.062
1,6,1006915383,6,2,4,112955,3,16,31,5,87686239,977263,1.023
8,1,875618668,2,4,10,129870,15,16,15,5,72260972,1105561,0.904
7,4,999738522,4,5,11,102431,2,23,9,7,95101523,995451,1.005
2,4,80844614,7,1,3,62877,8,23,25,2,77812001,1058583,0.945
3,4,921471476,3,3,2,44709,5,11,19,7,91848251,1095763,0.913
8,4,270546338,2,1,6,85001,3,19,20,6,103732152,1108893,0.902
3,8,190865331,3,2,9,57528,12,21,18,5,45370738,1107784,0.903
2,2,797716104,7,2,11,54666,3,7,30,8,120156055,1285804,0.778
5,4,664097717,6,3,15,42136,2,2,10,8,99924979,1199213,0.834
1,1,882374773,7,5,3,107989,7,26,4,3,99447105,1434199,0.697
7,1,780263415,8,2,8,16841,9,8,29,2,57715767,1055178,0.948
1,8,288146330,6,3,10,97006,5,17,13,3,40399816,1321141,0.757
3,2,234355134,2,3,14,110941,12,11,10,3,33934350,1096456,0.912
3,8,620665952,2,3,6,68784,13,26,32,3,37192712,1104572,0.905
5,5,82606220,8,3,13,130092,7,22,4,8,34575377,1065182,0.939
